deviceTime,aCoord[x],aCoord[y],aCoord[z],gCoord[x],gCoord[y],gCoord[z],altPress,altMax,state
95266,0.149724403,0.006916943,0.990035345,-0.024665486,-0.040588957,-0.520330487,0.259179171,-0.09871668,0
95271,0.150212684,0.004963818,0.991500189,0.066887249,-0.010071379,-0.459295331,0.259179171,-0.09871668,0
95279,0.151677528,0.005940381,0.988570501,0.005852092,-0.010071379,-0.245672284,-0.026185933,-0.09871668,0
95292,0.147771278,0.007405224,0.98808222,0.036369671,-0.071106535,0.273126544,-0.026185933,-0.09871668,0
95297,0.150700965,0.005940381,0.987593939,0.036369671,-0.071106535,0.273126544,-0.026185933,-0.09871668,0
95302,0.151677528,0.005940381,0.987105658,0.036369671,-0.101624113,0.364679279,-0.026185933,-0.09871668,0
95307,0.14874784,0.005452099,0.989547064,-0.055183064,0.020446199,0.517267169,-0.026185933,-0.09871668,0
95312,0.151189247,0.007893506,0.989058783,-0.055183064,0.020446199,0.517267169,-0.042039815,-0.09871668,0
95326,0.149724403,0.007893506,0.989547064,-0.085700642,0.111998934,0.242608966,-0.042039815,-0.09871668,0
95331,0.147771278,0.007893506,0.98808222,0.005852092,0.081481356,0.120538654,-0.042039815,-0.09871668,0
95346,0.148259559,0.004963818,0.988570501,-0.11621822,0.050963777,-0.062566815,0.148203906,-0.09871668,0
95360,0.150700965,0.004963818,0.992965033,-0.11621822,-0.010071379,-0.001531659,0.148203906,-0.09871668,0
95365,0.149236122,0.002034131,0.993453314,-0.11621822,0.020446199,0.151056232,0.148203906,-0.09871668,0
95370,0.14874784,0.002034131,0.990523626,-0.11621822,0.020446199,0.303644122,0.148203906,-0.09871668,0
95375,0.147771278,0.003010693,0.989547064,-0.11621822,0.111998934,0.425714435,0.148203906,-0.09871668,0
95380,0.149724403,0.004475537,0.989547064,-0.024665486,0.081481356,0.517267169,0.148203906,-0.09871668,0
95385,0.149724403,0.003987256,0.989058783,0.005852092,-0.010071379,0.517267169,0.000236567,-0.09871668,0
95398,0.147771278,0.001545849,0.986617376,-0.11621822,0.020446199,0.547784747,0.000236567,-0.09871668,0
95417,0.147282997,0.003987256,0.988570501,-0.146735798,0.050963777,0.028985919,-0.11338133,-0.09871668,0
95430,0.147282997,0.002034131,0.990523626,-0.146735798,0.020446199,-0.032049237,-0.11338133,-0.09871668,0
95435,0.145818153,0.001545849,0.991011908,-0.11621822,-0.071106535,-0.123601971,-0.11338133,-0.09871668,0
95440,0.146306434,-0.000407276,0.989547064,-0.177253376,-0.071106535,-0.154119549,-0.11338133,-0.09871668,0
95450,0.147771278,-0.000407276,0.990035345,-0.085700642,-0.040588957,-0.123601971,-0.11338133,-0.09871668,0
95455,0.148259559,0.001545849,0.98808222,-0.11621822,-0.040588957,-0.123601971,0.024016436,-0.09871668,0
95468,0.150700965,8.10056E-05,0.988570501,-0.055183064,0.020446199,0.028985919,0.024016436,-0.09871668,0
95473,0.150700965,8.10056E-05,0.988570501,-0.055183064,-0.071106535,0.151056232,0.024016436,-0.09871668,0
95478,0.151189247,0.000569287,0.990523626,-0.024665486,-0.040588957,0.273126544,0.024016436,-0.09871668,0
95483,0.150212684,-0.000407276,0.990035345,-0.055183064,-0.101624113,0.242608966,0.024016436,-0.09871668,0
95489,0.150212684,-0.000407276,0.990035345,-0.024665486,-0.010071379,0.242608966,0.082146701,-0.09871668,0
95502,0.149724403,0.001057568,0.99198847,-0.11621822,-0.132141691,0.090021076,0.280317363,-0.09871668,0
95516,0.150212684,-0.000895557,0.992476751,-0.024665486,-0.010071379,-0.184637128,0.280317363,-0.09871668,0
95521,0.149724403,0.003010693,0.991500189,0.036369671,-0.040588957,-0.184637128,0.280317363,-0.09871668,0
95526,0.151189247,0.000569287,0.990523626,0.005852092,-0.040588957,-0.245672284,0.132350024,-0.09871668,0
95540,0.149236122,-0.000407276,0.986129095,0.066887249,-0.040588957,-0.062566815,0.132350024,-0.09871668,0
95548,0.150212684,-0.001383838,0.986129095,0.036369671,0.020446199,0.212091388,0.132350024,-0.09871668,0
95553,0.148259559,-0.001872119,0.986129095,0.066887249,0.020446199,0.273126544,0.132350024,-0.09871668,0
95558,0.148259559,-0.001383838,0.989058783,0.158439983,0.081481356,0.334161701,0.132350024,-0.09871668,0
95563,0.148259559,-0.000407276,0.987105658,0.188957561,0.050963777,0.334161701,0.105927523,-0.09871668,0
95591,0.148259559,0.000569287,0.99198847,0.188957561,0.142516512,-0.428777753,0.105927523,-0.09871668,0
95596,0.147282997,0.001545849,0.990523626,0.219475139,0.050963777,-0.611883221,0.047797259,-0.09871668,0
95609,0.149724403,0.002034131,0.990035345,0.219475139,-0.010071379,-1.008611737,0.047797259,-0.09871668,0
95614,0.147771278,0.001057568,0.990035345,0.249992717,-0.010071379,-1.039129315,0.047797259,-0.09871668,0
95622,0.148259559,0.002522412,0.99198847,0.188957561,-0.040588957,-0.917059003,0.047797259,-0.09871668,0
95627,0.149236122,0.003010693,0.987593939,0.219475139,-0.040588957,-0.764471112,0.047797259,-0.09871668,0
95632,0.150700965,0.002522412,0.985640814,0.127922405,-0.040588957,-0.642400799,0.076862391,-0.09871668,0
95645,0.147282997,0.006916943,0.990523626,0.249992717,0.020446199,-0.123601971,-0.192649785,-0.09871668,0
95662,0.147282997,0.007405224,0.989058783,0.158439983,-0.040588957,0.151056232,-0.192649785,-0.09871668,0
95667,0.146306434,0.005452099,0.988570501,0.188957561,-0.010071379,0.090021076,-0.192649785,-0.09871668,0
95672,0.145329872,0.007405224,0.993453314,0.280510296,0.050963777,0.059503497,0.235398349,-0.09871668,0
95685,0.146306434,0.009358349,0.98808222,0.158439983,-0.040588957,-0.154119549,0.235398349,-0.09871668,0
95690,0.148259559,0.008870068,0.987105658,0.188957561,-0.071106535,-0.154119549,0.235398349,-0.09871668,0
95695,0.14874784,0.008870068,0.987593939,0.188957561,-0.040588957,-0.154119549,0.235398349,-0.09871668,0
95700,0.149236122,0.009358349,0.98808222,0.127922405,-0.071106535,-0.032049237,0.235398349,-0.09871668,0
95705,0.151677528,0.008381787,0.986129095,0.127922405,-0.071106535,0.059503497,0.132350024,-0.09871668,0
95719,0.150212684,0.008870068,0.989547064,0.066887249,-0.040588957,0.425714435,0.132350024,-0.09871668,0
95724,0.152165809,0.008870068,0.991500189,0.005852092,0.020446199,0.517267169,0.132350024,-0.09871668,0
95729,0.151677528,0.008381787,0.991500189,-0.085700642,-0.071106535,0.486749591,0.132350024,-0.09871668,0
95734,0.153142372,0.009358349,0.990523626,0.036369671,-0.071106535,0.456232013,0.132350024,-0.09871668,0
95756,0.148259559,0.007405224,0.98808222,-0.055183064,-0.010071379,0.120538654,0.132350024,-0.09871668,0
95761,0.148259559,0.007405224,0.991500189,-0.11621822,-0.010071379,0.028985919,0.132350024,-0.09871668,0
95766,0.147282997,0.007893506,0.989058783,-0.085700642,-0.101624113,-0.062566815,0.132350024,-0.09871668,0
95771,0.147282997,0.007893506,0.986617376,-0.146735798,-0.101624113,-0.184637128,0.132350024,-0.09871668,0
95778,0.149236122,0.006916943,0.987593939,-0.146735798,0.020446199,-0.215154706,0.148203906,-0.09871668,0
95792,0.146794715,0.003010693,0.988570501,-0.207770954,-0.040588957,-0.123601971,0.148203906,-0.09871668,0
95797,0.147771278,0.003498974,0.987593939,-0.207770954,0.020446199,-0.093084393,0.148203906,-0.09871668,0
95802,0.148259559,0.002034131,0.988570501,-0.238288533,0.050963777,0.028985919,0.148203906,-0.09871668,0
95807,0.149236122,0.002034131,0.990523626,-0.085700642,0.020446199,0.059503497,0.148203906,-0.09871668,0
95812,0.148259559,0.001545849,0.99198847,-0.055183064,-0.010071379,0.18157381,0.343731936,-0.09871668,0
95825,0.150212684,0.005452099,0.987593939,-0.207770954,-0.071106535,0.273126544,0.343731936,-0.09871668,0
95830,0.150212684,0.005452099,0.992476751,-0.238288533,-0.040588957,0.212091388,0.343731936,-0.09871668,0
95838,0.148259559,0.004475537,0.991011908,-0.207770954,0.050963777,0.151056232,0.343731936,-0.09871668,0
95843,0.14874784,0.003498974,0.989547064,-0.177253376,0.050963777,0.151056232,0.343731936,-0.09871668,0
95848,0.146306434,0.002522412,0.986617376,-0.177253376,0.050963777,0.151056232,0.108569201,-0.09871668,0
95861,0.147282997,0.002034131,0.990035345,-0.146735798,-0.101624113,0.212091388,0.108569201,-0.09871668,0
95866,0.148259559,-0.000407276,0.990035345,-0.146735798,0.020446199,0.242608966,0.108569201,-0.09871668,0
95872,0.149236122,0.001057568,0.992476751,-0.146735798,-0.071106535,0.303644122,0.108569201,-0.09871668,0
95877,0.147771278,0.001057568,0.989547064,-0.177253376,-0.040588957,0.395196857,0.108569201,-0.09871668,0
95882,0.149236122,0.001057568,0.987593939,-0.146735798,-0.040588957,0.364679279,0.108569201,-0.09871668,0
95900,0.14874784,-0.000895557,0.98808222,-0.085700642,-0.010071379,0.700372638,0.187837657,-0.09871668,0
95913,0.149724403,-0.003336963,0.988570501,0.005852092,-0.040588957,0.578302326,0.187837657,-0.09871668,0
95919,0.148259559,-0.003336963,0.984664251,0.005852092,-0.040588957,0.425714435,0.04251295,-0.09871668,0
95932,0.150700965,-0.002848682,0.991011908,-0.024665486,-0.010071379,0.059503497,0.04251295,-0.09871668,0
95940,0.149236122,-0.000895557,0.988570501,0.097404827,-0.101624113,-0.184637128,0.04251295,-0.09871668,0
95945,0.149724403,-0.001383838,0.98808222,0.005852092,-0.101624113,-0.337225018,0.04251295,-0.09871668,0
95950,0.149236122,-0.000895557,0.988570501,0.005852092,-0.071106535,-0.550848065,0.04251295,-0.09871668,0
95955,0.150212684,-0.003336963,0.986617376,0.036369671,-0.071106535,-0.489812909,0.187837657,-0.09871668,0
95972,0.150700965,-0.000895557,0.991500189,0.127922405,0.020446199,-0.733953534,0.187837657,-0.09871668,0
95977,0.149724403,-0.001872119,0.988570501,0.097404827,-0.010071379,-0.733953534,0.187837657,-0.09871668,0
95982,0.149724403,-0.001872119,0.990523626,0.097404827,-0.040588957,-0.611883221,0.187837657,-0.09871668,0
95987,0.149236122,-0.000407276,0.991011908,0.158439983,-0.101624113,-0.550848065,0.187837657,-0.09871668,0
95992,0.14874784,8.10056E-05,0.99589472,0.188957561,-0.040588957,-0.459295331,-0.060536329,-0.09871668,0
96006,0.146306434,0.002522412,0.991500189,0.219475139,0.020446199,-0.30670744,-0.060536329,-0.09871668,0
96011,0.147771278,0.003010693,0.991011908,0.249992717,0.050963777,-0.215154706,-0.060536329,-0.09871668,0
96016,0.146794715,0.003498974,0.991500189,0.249992717,0.020446199,-0.093084393,-0.060536329,-0.09871668,0
96021,0.148259559,0.005452099,0.987593939,0.188957561,0.020446199,-0.154119549,-0.060536329,-0.09871668,0
96026,0.146306434,0.004475537,0.989058783,0.219475139,-0.010071379,-0.337225018,-0.060536329,-0.09871668,0
96031,0.147771278,0.004963818,0.990035345,0.219475139,0.020446199,-0.30670744,0.140276965,-0.09871668,0
96045,0.147282997,0.005452099,0.990523626,0.249992717,-0.010071379,-0.276189862,0.140276965,-0.09871668,0
96066,0.149236122,0.004963818,0.988570501,0.280510296,-0.040588957,0.273126544,0.362227496,-0.09871668,0
96079,0.150700965,0.004963818,0.988570501,0.249992717,-0.010071379,0.730890216,0.362227496,-0.09871668,0
96084,0.149724403,0.004475537,0.990035345,0.311027874,0.020446199,0.822442951,0.362227496,-0.09871668,0
96089,0.14874784,0.005452099,0.987593939,0.249992717,-0.010071379,0.791925372,0.362227496,-0.09871668,0
96097,0.147771278,0.003987256,0.988570501,0.219475139,-0.040588957,0.608819904,0.362227496,-0.09871668,0
96102,0.146794715,0.005452099,0.988570501,0.188957561,-0.071106535,0.456232013,-0.015617315,-0.09871668,0
96115,0.145329872,0.004475537,0.992476751,0.036369671,-0.132141691,-0.276189862,-0.015617315,-0.09871668,0
96120,0.147282997,0.003987256,0.990523626,0.036369671,-0.132141691,-0.581365643,-0.015617315,-0.09871668,0
96125,0.147282997,0.003987256,0.992476751,0.066887249,-0.040588957,-0.825506268,-0.015617315,-0.09871668,0
96131,0.14874784,0.004963818,0.991011908,0.066887249,-0.040588957,-0.947576581,-0.015617315,-0.09871668,0
96136,0.150212684,0.004475537,0.990035345,0.188957561,0.020446199,-0.917059003,0.158772525,-0.09871668,0
96149,0.151677528,0.004963818,0.990035345,0.158439983,-0.071106535,-0.367742596,0.158772525,-0.09871668,0
96164,0.149236122,0.008381787,0.986617376,0.036369671,0.020446199,0.120538654,0.158772525,-0.09871668,0
96169,0.149236122,0.007893506,0.984664251,-0.024665486,0.050963777,0.212091388,0.158772525,-0.09871668,0
96174,0.149236122,0.007893506,0.984664251,0.005852092,0.050963777,0.273126544,0.063651141,-0.09871668,0
96187,0.14874784,0.009846631,0.98808222,0.005852092,0.020446199,-0.184637128,0.063651141,-0.09871668,0
96193,0.148259559,0.008870068,0.987105658,0.036369671,0.020446199,-0.764471112,0.063651141,-0.09871668,0
96198,0.14484159,0.010334912,0.98417597,0.036369671,0.020446199,-0.764471112,0.063651141,-0.09871668,0
96203,0.146794715,0.010334912,0.98808222,-0.177253376,-0.040588957,-0.978094159,0.063651141,-0.09871668,0
96208,0.147771278,0.009358349,0.991011908,-0.11621822,-0.040588957,-0.917059003,0.134992655,-0.09871668,0
96236,0.149724403,0.005452099,0.992965033,-0.085700642,0.050963777,0.791925372,0.134992655,-0.09871668,0
96241,0.148259559,0.005940381,0.992965033,-0.177253376,0.050963777,1.188653888,0.134992655,-0.09871668,0
96246,0.145818153,0.004963818,0.993941595,-0.177253376,0.050963777,1.493829669,0.592105921,-0.09871668,0
96260,0.147282997,0.004963818,0.993941595,-0.238288533,0.142516512,1.64641756,0.592105921,-0.09871668,0
96270,0.146306434,0.003987256,0.990035345,-0.177253376,0.111998934,1.097101154,0.592105921,-0.09871668,0
96275,0.145818153,0.003010693,0.989058783,-0.299323689,0.081481356,0.761407794,0.592105921,-0.09871668,0
96280,0.147771278,0.002034131,0.989547064,-0.238288533,-0.010071379,0.364679279,0.026659068,-0.09871668,0
96293,0.146306434,-0.001872119,0.988570501,-0.177253376,-0.071106535,-0.184637128,0.026659068,-0.09871668,0
96299,0.148259559,8.10056E-05,0.990523626,-0.238288533,-0.040588957,-0.123601971,0.026659068,-0.09871668,0
96304,0.148259559,-0.000895557,0.986617376,-0.207770954,0.020446199,0.028985919,0.026659068,-0.09871668,0
96309,0.149724403,-0.002360401,0.988570501,-0.177253376,0.050963777,0.242608966,0.026659068,-0.09871668,0
96314,0.151189247,-0.001383838,0.987593939,-0.085700642,-0.040588957,0.486749591,0.158772525,-0.09871668,0
96328,0.149236122,-0.001872119,0.984664251,-0.085700642,0.020446199,0.730890216,0.288244303,-0.09871668,0
96342,0.145818153,-0.001383838,0.986129095,-0.085700642,-0.010071379,0.486749591,0.288244303,-0.09871668,0
96347,0.146306434,-0.000407276,0.989058783,-0.055183064,0.020446199,0.334161701,0.288244303,-0.09871668,0
96352,0.145818153,8.10056E-05,0.991011908,-0.085700642,0.020446199,-0.123601971,0.462634143,-0.09871668,0
96370,0.14874784,0.002034131,0.992965033,-0.055183064,-0.040588957,-1.435857831,0.462634143,-0.09871668,0
96375,0.148259559,0.002034131,0.991500189,-0.085700642,-0.040588957,-1.588445721,0.462634143,-0.09871668,0
96380,0.148259559,0.000569287,0.989058783,-0.11621822,0.020446199,-1.405340253,0.462634143,-0.09871668,0
96385,0.149236122,-0.000895557,0.987593939,-0.085700642,-0.010071379,-1.222234784,0.362227496,-0.09871668,0
96413,0.14874784,0.003987256,0.991500189,0.188957561,-0.071106535,0.547784747,0.496983584,-0.09871668,0
96427,0.147771278,0.004475537,0.990035345,0.127922405,-0.040588957,0.852960529,0.113854464,-0.09871668,0
96440,0.147771278,0.003987256,0.989058783,0.158439983,-0.040588957,0.028985919,0.113854464,-0.09871668,0
96445,0.150212684,0.004963818,0.990035345,0.158439983,-0.101624113,-0.184637128,0.113854464,-0.09871668,0
96452,0.150700965,0.005452099,0.988570501,0.127922405,-0.010071379,-0.367742596,0.113854464,-0.09871668,0
96457,0.150212684,0.003498974,0.989547064,0.127922405,0.020446199,-0.459295331,0.272390422,-0.09871668,0
96471,0.150212684,0.001057568,0.987105658,0.158439983,-0.132141691,-0.062566815,0.272390422,-0.09871668,0
96476,0.150700965,0.000569287,0.986617376,0.219475139,-0.040588957,0.212091388,0.272390422,-0.09871668,0
96484,0.151677528,0.001545849,0.989547064,0.158439983,0.020446199,0.852960529,0.272390422,-0.09871668,0
96489,0.150700965,0.001545849,0.990035345,0.158439983,0.020446199,1.036065997,0.272390422,-0.09871668,0
96494,0.150700965,0.000569287,0.995406439,0.158439983,-0.010071379,0.975030841,0.230114039,-0.09871668,0
96507,0.147282997,0.001545849,0.991011908,0.188957561,0.020446199,0.761407794,0.230114039,-0.09871668,0
96513,0.145329872,0.001545849,0.991011908,0.249992717,0.020446199,0.578302326,0.230114039,-0.09871668,0
96518,0.146794715,0.004475537,0.987593939,0.249992717,0.081481356,0.212091388,0.230114039,-0.09871668,0
96523,0.145818153,0.002522412,0.991011908,0.188957561,0.050963777,-0.184637128,0.230114039,-0.09871668,0
96528,0.147771278,0.003010693,0.98808222,0.158439983,-0.010071379,-0.520330487,0.230114039,-0.09871668,0
96533,0.147771278,0.003010693,0.989547064,0.158439983,-0.040588957,-0.917059003,0.267106112,-0.09871668,0
96546,0.149724403,0.002522412,0.987593939,0.097404827,-0.101624113,-1.191717206,0.267106112,-0.09871668,0
96551,0.146794715,0.001545849,0.989058783,0.066887249,-0.040588957,-1.069646893,0.267106112,-0.09871668,0
96556,0.148259559,0.002034131,0.990523626,0.158439983,0.020446199,-0.825506268,0.267106112,-0.09871668,0
96578,0.14874784,0.003987256,0.990035345,0.188957561,0.020446199,0.090021076,0.230114039,-0.09871668,0
96591,0.145818153,0.005940381,0.988570501,0.127922405,-0.071106535,0.334161701,0.230114039,-0.09871668,0
96596,0.145329872,0.007405224,0.990035345,0.097404827,-0.071106535,0.151056232,0.230114039,-0.09871668,0
96601,0.145818153,0.008381787,0.988570501,0.127922405,-0.040588957,-0.093084393,0.148203906,-0.09871668,0
96617,0.147282997,0.006916943,0.991500189,-0.024665486,-0.040588957,-0.642400799,0.148203906,-0.09871668,0
96622,0.148259559,0.007405224,0.992965033,0.036369671,-0.101624113,-0.611883221,0.148203906,-0.09871668,0
96627,0.149724403,0.003987256,0.990523626,0.005852092,-0.071106535,-0.489812909,0.148203906,-0.09871668,0
96632,0.14874784,0.004475537,0.989547064,0.127922405,-0.071106535,-0.367742596,0.148203906,-0.09871668,0
96637,0.151189247,0.008381787,0.987105658,0.188957561,-0.101624113,-0.093084393,0.288244303,-0.09871668,0
96651,0.154118934,0.005452099,0.991500189,0.005852092,0.020446199,0.944513263,0.288244303,-0.09871668,0
96656,0.153630653,0.004475537,0.98808222,0.005852092,-0.010071379,1.15813631,0.288244303,-0.09871668,0
96661,0.152165809,0.004963818,0.988570501,0.036369671,0.020446199,1.280206622,0.288244303,-0.09871668,0
96668,0.150700965,0.003987256,0.990523626,0.066887249,0.020446199,1.219171466,0.288244303,-0.09871668,0
96673,0.149724403,0.004963818,0.990035345,0.036369671,0.020446199,0.913995685,0.436211642,-0.09871668,0
96687,0.147282997,0.005940381,0.990523626,-0.024665486,0.111998934,0.242608966,0.436211642,-0.09871668,0
96692,0.147771278,0.005452099,0.99198847,-0.024665486,-0.010071379,-0.001531659,0.436211642,-0.09871668,0
96697,0.150212684,0.005940381,0.989058783,-0.055183064,-0.010071379,-0.337225018,0.436211642,-0.09871668,0
96702,0.149724403,0.003987256,0.990523626,-0.146735798,-0.010071379,-0.520330487,0.436211642,-0.09871668,0
96707,0.147282997,0.002522412,0.989058783,-0.11621822,-0.010071379,-0.611883221,0.436211642,-0.09871668,0
96712,0.146794715,0.002034131,0.99198847,-0.11621822,-0.071106535,-0.642400799,0.3754397,-0.09871668,0
96740,0.151677528,0.002522412,0.990523626,-0.024665486,0.050963777,0.608819904,0.3754397,-0.09871668,0
96745,0.151189247,0.003498974,0.99198847,0.066887249,-0.010071379,0.578302326,0.177269038,-0.09871668,0
96758,0.147771278,0.003498974,0.987593939,-0.055183064,0.081481356,0.273126544,0.177269038,-0.09871668,0
96763,0.147282997,0.003498974,0.99198847,-0.024665486,-0.010071379,-0.001531659,0.177269038,-0.09871668,0
96771,0.14484159,0.005940381,0.991500189,-0.085700642,-0.040588957,-0.672918378,0.177269038,-0.09871668,0
96776,0.143865028,0.002522412,0.99198847,-0.177253376,-0.071106535,-1.008611737,0.177269038,-0.09871668,0
96781,0.148259559,0.002034131,0.989547064,-0.238288533,-0.101624113,-1.191717206,0.383366641,-0.09871668,0
96794,0.146306434,0.002034131,0.988570501,-0.055183064,-0.071106535,-0.886541424,0.383366641,-0.09871668,0
96802,0.147771278,0.001545849,0.989058783,0.005852092,-0.132141691,-0.520330487,0.383366641,-0.09871668,0
96807,0.147282997,0.002034131,0.987593939,-0.055183064,-0.010071379,-0.093084393,0.383366641,-0.09871668,0
96812,0.148259559,0.001057568,0.989058783,0.005852092,0.020446199,0.242608966,0.383366641,-0.09871668,0
96817,0.148259559,0.003010693,0.989547064,0.036369671,0.020446199,0.761407794,0.140276965,-0.09871668,0
96831,0.146794715,0.002522412,0.987593939,0.097404827,-0.040588957,1.463312091,0.140276965,-0.09871668,0
96836,0.144353309,0.003987256,0.992965033,0.036369671,-0.010071379,1.432794513,0.140276965,-0.09871668,0
96841,0.147282997,0.004475537,0.990523626,0.066887249,-0.040588957,1.066583576,0.140276965,-0.09871668,0
96846,0.145329872,0.003498974,0.989547064,0.005852092,0.020446199,0.730890216,0.140276965,-0.09871668,0
96851,0.146306434,0.003010693,0.990523626,0.036369671,-0.071106535,0.303644122,-0.018259946,-0.09871668,0
96865,0.151189247,0.002034131,0.993453314,0.005852092,-0.071106535,-0.611883221,0.113854464,-0.09871668,0
96878,0.149724403,0.000569287,0.988570501,0.097404827,-0.071106535,-0.520330487,0.113854464,-0.09871668,0
96883,0.151677528,-0.001383838,0.990035345,0.097404827,-0.071106535,-0.520330487,0.113854464,-0.09871668,0
96905,0.14874784,8.10056E-05,0.993453314,0.127922405,0.081481356,0.883478107,0.235398349,-0.09871668,0
96918,0.148259559,0.001057568,0.989058783,0.097404827,0.050963777,0.364679279,0.235398349,-0.09871668,0
96923,0.148259559,0.004475537,0.990035345,0.097404827,0.050963777,0.364679279,0.031943377,-0.09871668,0
96936,0.145329872,0.003498974,0.992476751,0.005852092,0.050963777,-1.069646893,0.031943377,-0.09871668,0
96945,0.146794715,0.002034131,0.987593939,-0.024665486,-0.040588957,-1.649480878,0.031943377,-0.09871668,0
96950,0.146794715,0.002034131,0.987593939,-0.024665486,-0.040588957,-1.741033612,0.031943377,-0.09871668,0
96955,0.149236122,0.004963818,0.98808222,0.005852092,-0.071106535,-1.649480878,0.031943377,-0.09871668,0
96960,0.150700965,0.003010693,0.98808222,-0.055183064,-0.071106535,-1.344305096,0.134992655,-0.09871668,0
96974,0.150700965,0.003010693,0.988570501,0.036369671,0.050963777,0.18157381,0.134992655,-0.09871668,0
96979,0.152165809,0.003498974,0.984664251,0.036369671,0.050963777,0.700372638,0.134992655,-0.09871668,0
96984,0.151677528,0.003010693,0.98808222,0.127922405,0.050963777,1.097101154,0.134992655,-0.09871668,0
96989,0.149724403,0.005452099,0.990035345,0.158439983,0.050963777,1.280206622,0.134992655,-0.09871668,0
97004,0.147282997,0.007893506,0.989058783,0.036369671,0.020446199,0.730890216,0.193121966,-0.09871668,0
97017,0.141911903,0.005940381,0.989058783,0.005852092,-0.040588957,-0.123601971,0.193121966,-0.09871668,0
