deviceTime,aCoord[x],aCoord[y],aCoord[z],gCoord[x],gCoord[y],gCoord[z],mCoord[x],mCoord[y],mCoord[z],altPress,altMax,count,isOn
3506,0.01318359375,0.10693359375,-1.03515625,0.91552734375,0.48828125,1.068115234375,-35.954891204833984,32.08576583862305,-81.64176177978516,-24.425180435180664,0.0,0,False
3516,0.0146484375,0.10791015625,-1.03759765625,0.91552734375,0.48828125,1.129150390625,-35.954891204833984,32.08576583862305,-81.64176177978516,-24.46217155456543,0.0,0,False
3526,0.0126953125,0.10888671875,-1.03515625,0.823974609375,0.457763671875,1.129150390625,-35.954891204833984,32.08576583862305,-81.64176177978516,-24.46217155456543,0.0,0,False
3536,0.01318359375,0.10546875,-1.03662109375,0.9765625,0.42724609375,1.0986328125,-35.954891204833984,32.08576583862305,-81.64176177978516,-24.46217155456543,0.0,0,False
3546,0.013671875,0.10400390625,-1.037109375,0.946044921875,0.518798828125,1.15966796875,-35.954891204833984,32.08576583862305,-81.64176177978516,-24.46217155456543,0.0,0,False
3556,0.013671875,0.10693359375,-1.0400390625,0.823974609375,0.3662109375,1.068115234375,-35.954891204833984,32.08576583862305,-81.64176177978516,-24.234935760498047,0.0,0,False
3566,0.01220703125,0.107421875,-1.037109375,0.9765625,0.396728515625,1.068115234375,-35.954891204833984,32.08576583862305,-81.64176177978516,-24.234935760498047,0.0,0,False
3576,0.0146484375,0.10888671875,-1.03662109375,0.9765625,0.335693359375,1.03759765625,-35.954891204833984,32.08576583862305,-81.64176177978516,-24.234935760498047,0.0,0,False
3586,0.01318359375,0.107421875,-1.03466796875,0.885009765625,0.396728515625,1.068115234375,-35.954891204833984,32.08576583862305,-81.64176177978516,-24.30891990661621,0.0,0,False
3615,0.013671875,0.10693359375,-1.03564453125,0.823974609375,0.396728515625,1.15966796875,-36.82758331298828,31.204288482666016,-83.15989685058594,-24.30891990661621,0.0,0,False
3625,0.01318359375,0.109375,-1.03564453125,0.91552734375,0.30517578125,1.068115234375,-36.82758331298828,31.204288482666016,-83.15989685058594,-24.652416229248047,0.0,0,False
3635,0.013671875,0.10791015625,-1.03759765625,1.03759765625,0.335693359375,1.03759765625,-36.82758331298828,31.204288482666016,-83.15989685058594,-24.652416229248047,0.0,0,False
3645,0.0126953125,0.10791015625,-1.03759765625,0.946044921875,0.30517578125,1.0986328125,-36.82758331298828,31.204288482666016,-83.15989685058594,-24.652416229248047,0.0,0,False
3655,0.013671875,0.103515625,-1.03662109375,0.9765625,0.244140625,1.03759765625,-36.82758331298828,31.204288482666016,-83.15989685058594,-24.779245376586914,0.0,0,False
3665,0.01513671875,0.10546875,-1.0390625,0.946044921875,0.30517578125,1.03759765625,-36.82758331298828,31.204288482666016,-83.15989685058594,-24.657699584960938,0.0,0,False
3675,0.0126953125,0.103515625,-1.037109375,0.79345703125,0.457763671875,1.129150390625,-36.82758331298828,31.204288482666016,-83.15989685058594,-24.657699584960938,0.0,0,False
3685,0.01318359375,0.10791015625,-1.03857421875,0.885009765625,0.518798828125,1.129150390625,-36.82758331298828,31.204288482666016,-83.15989685058594,-24.657699584960938,0.0,0,False
3695,0.01318359375,0.1083984375,-1.03857421875,0.762939453125,0.396728515625,1.03759765625,-36.82758331298828,31.204288482666016,-83.15989685058594,-24.515016555786133,0.0,0,False
3718,0.01220703125,0.1044921875,-1.041015625,0.91552734375,0.335693359375,1.007080078125,-36.82758331298828,31.204288482666016,-83.15989685058594,-24.515016555786133,0.0,0,False
3728,0.01123046875,0.10498046875,-1.03662109375,0.8544921875,0.48828125,1.15966796875,-37.70027542114258,31.733173370361328,-82.9912109375,-24.53087043762207,0.0,0,False
3738,0.01220703125,0.1044921875,-1.0390625,0.946044921875,0.48828125,1.15966796875,-37.70027542114258,31.733173370361328,-82.9912109375,-24.53087043762207,0.0,0,False
3748,0.015625,0.10498046875,-1.03662109375,0.946044921875,0.54931640625,1.068115234375,-37.70027542114258,31.733173370361328,-82.9912109375,-24.53087043762207,0.0,0,False
3758,0.01513671875,0.10693359375,-1.041015625,0.946044921875,0.457763671875,1.068115234375,-37.70027542114258,31.733173370361328,-82.9912109375,-24.53087043762207,0.0,0,False
3768,0.015625,0.10693359375,-1.037109375,0.91552734375,0.42724609375,1.03759765625,-37.70027542114258,31.733173370361328,-82.9912109375,-24.160953521728516,0.0,0,False
3778,0.01123046875,0.10693359375,-1.0390625,1.007080078125,0.335693359375,1.068115234375,-37.70027542114258,31.733173370361328,-82.9912109375,-24.160953521728516,0.0,0,False
3788,0.013671875,0.10693359375,-1.03955078125,0.91552734375,0.3662109375,1.007080078125,-37.70027542114258,31.733173370361328,-82.9912109375,-24.160953521728516,0.0,0,False
3798,0.01318359375,0.10546875,-1.03759765625,0.91552734375,0.3662109375,1.03759765625,-37.70027542114258,31.733173370361328,-82.9912109375,-24.145099639892578,0.0,0,False
