deviceTime,aCoord[x],aCoord[y],aCoord[z],gCoord[x],gCoord[y],gCoord[z],altPress,altMax,count,isOn
105255,-0.000323279,-0.995943608,-0.083434224,-0.029732921,-0.072468739,0.107077746,0.114716678,0.021445418,0,0
105270,-0.001788122,-0.993502202,-0.08587563,-0.029732921,-0.133503896,-0.045510144,0.114716678,0.021445418,0,0
105280,-0.001788122,-0.996431889,-0.089293599,-0.029732921,-0.22505663,0.015525012,-0.168005792,0.021445418,0,0
105293,-0.001299841,-0.997896733,-0.087828755,0.031302235,0.110636729,-0.076027723,-0.168005792,0.021445418,0,0
105298,0.000165003,-0.997408452,-0.083922505,0.092337392,0.110636729,-0.045510144,-0.168005792,0.021445418,0,0
105303,0.000653284,-0.997408452,-0.084899067,0.061819813,0.019083995,-0.137062879,-0.168005792,0.021445418,0,0
105309,0.001141565,-0.994967045,-0.084899067,0.031302235,-0.011433583,-0.045510144,-0.168005792,0.021445418,0,0
105314,0.004071253,-0.994478764,-0.084410786,0.061819813,-0.011433583,0.137595324,-0.168005792,0.021445418,0,0
105319,0.000165003,-0.996431889,-0.087340474,0.061819813,-0.011433583,0.107077746,-0.094023552,0.021445418,0,0
105332,-0.000323279,-0.995943608,-0.08587563,0.000784657,-0.255574208,0.015525012,-0.094023552,0.021445418,0,0
105337,-0.003252966,-0.99692017,-0.086852192,-0.029732921,-0.255574208,-0.014992566,-0.094023552,0.021445418,0,0
105342,-0.00081156,-0.997896733,-0.086363911,-0.029732921,-0.194539052,0.076560168,-0.094023552,0.021445418,0,0
105348,-0.002764685,-0.997896733,-0.085387349,-0.060250499,-0.102986317,-0.014992566,-0.094023552,0.021445418,0,0
105353,-0.001788122,-0.997896733,-0.087340474,0.000784657,0.110636729,-0.014992566,0.159634738,0.021445418,0,0
105370,-0.002276404,-0.993990483,-0.090270161,-0.029732921,0.202189464,-0.076027723,0.159634738,0.021445418,0,0
105375,-0.00081156,-0.995943608,-0.096129536,-0.060250499,0.080119151,-0.106545301,0.159634738,0.021445418,0,0
105380,-0.001299841,-0.995455327,-0.094664692,-0.029732921,0.049601573,-0.106545301,0.159634738,0.021445418,0,0
105385,-0.000323279,-0.99692017,-0.092711567,-0.060250499,-0.011433583,-0.106545301,0.159634738,0.021445418,0,0
105401,0.003582971,-0.99692017,-0.084410786,-0.090768077,-0.194539052,-0.045510144,0.130570558,0.021445418,0,0
105415,0.000653284,-0.997896733,-0.080992817,-0.060250499,-0.041951161,-0.014992566,0.130570558,0.021445418,0,0
105420,-0.00081156,-0.996431889,-0.076598286,-0.029732921,-0.072468739,-0.014992566,0.130570558,0.021445418,0,0
105425,-0.001788122,-0.994478764,-0.079527974,0.031302235,-0.041951161,0.04604259,-0.080811352,0.021445418,0,0
105442,0.000165003,-0.99301392,-0.086852192,0.153372548,0.110636729,0.137595324,-0.080811352,0.021445418,0,0
105447,0.001629846,-0.994967045,-0.08978188,0.153372548,0.080119151,0.076560168,-0.080811352,0.021445418,0,0
105452,-0.000323279,-0.99301392,-0.088805317,0.031302235,0.019083995,-0.014992566,-0.080811352,0.021445418,0,0
105457,-0.001788122,-0.995943608,-0.08978188,0.061819813,-0.011433583,0.04604259,-0.080811352,0.021445418,0,0
105464,0.000165003,-0.996431889,-0.086852192,0.000784657,-0.102986317,-0.045510144,-0.125729412,0.021445418,0,0
105479,0.000165003,-0.994967045,-0.085387349,-0.090768077,-0.133503896,-0.014992566,-0.125729412,0.021445418,0,0
105484,0.000653284,-0.99692017,-0.083434224,-0.060250499,-0.072468739,-0.045510144,-0.125729412,0.021445418,0,0
105489,-0.00081156,-0.994967045,-0.08587563,-0.090768077,0.019083995,-0.076027723,-0.125729412,0.021445418,0,0
105494,0.001141565,-0.995455327,-0.083434224,-0.029732921,-0.011433583,-0.076027723,-0.125729412,0.021445418,0,0
105499,-0.00081156,-0.995943608,-0.086363911,-0.029732921,0.110636729,-0.106545301,-0.080811352,0.021445418,0,0
105512,0.000165003,-0.996431889,-0.091246724,0.000784657,0.080119151,-0.045510144,-0.080811352,0.021445418,0,0
105518,-0.001299841,-0.996431889,-0.087340474,-0.029732921,0.080119151,0.04604259,-0.080811352,0.021445418,0,0
105523,-0.001299841,-0.994967045,-0.090270161,0.000784657,0.049601573,-0.014992566,-0.080811352,0.021445418,0,0
105528,-0.001299841,-0.995455327,-0.090758442,0.000784657,-0.102986317,-0.137062879,-0.080811352,0.021445418,0,0
105533,-0.002764685,-0.996431889,-0.08978188,0.061819813,-0.133503896,-0.076027723,-0.080811352,0.021445418,0,0
105538,-0.002276404,-0.99692017,-0.093199849,0.000784657,-0.102986317,-0.014992566,0.220408588,0.021445418,0,0
105566,0.001141565,-0.994967045,-0.083922505,0.061819813,0.019083995,-0.076027723,0.220408588,0.021445418,0,0
105571,0.001141565,-0.996431889,-0.082457661,0.000784657,-0.072468739,-0.045510144,0.085652498,0.021445418,0,0
105584,0.002606409,-0.994478764,-0.08587563,-0.029732921,-0.164021474,-0.045510144,-0.035893292,0.021445418,0,0
105598,-0.001788122,-0.998385014,-0.087828755,0.031302235,-0.194539052,-0.014992566,-0.035893292,0.021445418,0,0
105606,-0.000323279,-0.995943608,-0.086363911,0.000784657,0.080119151,-0.076027723,-0.035893292,0.021445418,0,0
105611,0.000653284,-0.994967045,-0.08587563,0.000784657,0.110636729,0.04604259,0.159634738,0.021445418,0,0
105625,0.000653284,-0.995943608,-0.086852192,0.000784657,0.141154308,-0.014992566,0.159634738,0.021445418,0,0
105630,0.001629846,-0.997896733,-0.086363911,-0.029732921,0.202189464,0.015525012,0.159634738,0.021445418,0,0
105637,-0.00081156,-0.99692017,-0.085387349,-0.029732921,0.26322462,-0.045510144,0.159634738,0.021445418,0,0
105643,0.001629846,-0.996431889,-0.08587563,-0.121285655,0.110636729,-0.014992566,0.159634738,0.021445418,0,0
105648,-0.000323279,-0.995455327,-0.086363911,0.000784657,0.080119151,-0.014992566,0.053944738,0.021445418,0,0
105661,-0.001299841,-0.994967045,-0.083434224,0.061819813,-0.102986317,0.04604259,0.053944738,0.021445418,0,0
105667,-0.000323279,-0.997408452,-0.080016255,0.153372548,0.019083995,0.04604259,0.053944738,0.021445418,0,0
105672,-0.002276404,-0.997408452,-0.082945942,0.092337392,0.080119151,-0.076027723,0.053944738,0.021445418,0,0
105677,-0.003252966,-0.995943608,-0.088805317,0.031302235,0.080119151,-0.076027723,0.053944738,0.021445418,0,0
105682,-0.001299841,-0.99692017,-0.087828755,0.031302235,0.049601573,0.015525012,0.038090858,0.021445418,0,0
105697,-0.001299841,-0.99692017,-0.090270161,-0.121285655,0.019083995,0.04604259,0.038090858,0.021445418,0,0
105702,0.000165003,-0.99692017,-0.091246724,-0.029732921,-0.011433583,0.015525012,0.038090858,0.021445418,0,0
105707,-0.000323279,-0.997408452,-0.091735005,-0.060250499,-0.011433583,-0.106545301,0.038090858,0.021445418,0,0
105712,-0.000323279,-0.997408452,-0.090270161,-0.029732921,0.080119151,-0.014992566,0.038090858,0.021445418,0,0
105738,-0.003252966,-0.995455327,-0.082945942,0.000784657,-0.22505663,-0.045510144,0.204554708,0.021445418,0,0
105751,-0.002276404,-0.994967045,-0.092223286,-0.029732921,-0.164021474,0.015525012,0.204554708,0.021445418,0,0
105756,-0.001788122,-0.997408452,-0.090758442,-0.060250499,-0.102986317,0.04604259,0.112074998,0.021445418,0,0
105771,0.000653284,-0.996431889,-0.09368813,-0.060250499,0.049601573,-0.014992566,0.112074998,0.021445418,0,0
105778,0.000165003,-0.995943608,-0.088805317,-0.060250499,-0.041951161,-0.076027723,0.112074998,0.021445418,0,0
105783,-0.000323279,-0.998385014,-0.087828755,-0.060250499,-0.102986317,-0.076027723,0.112074998,0.021445418,0,0
105788,-0.002764685,-0.997408452,-0.08587563,0.031302235,-0.133503896,-0.137062879,0.112074998,0.021445418,0,0
105793,-0.002276404,-0.99692017,-0.08196938,-0.029732921,-0.102986317,-0.137062879,0.307603028,0.021445418,0,0
105807,-0.000323279,-0.995943608,-0.085387349,0.000784657,-0.072468739,-0.076027723,0.307603028,0.021445418,0,0
105812,-0.000323279,-0.997896733,-0.080504536,0.000784657,-0.011433583,-0.045510144,0.307603028,0.021445418,0,0
105817,0.002118128,-0.998385014,-0.082945942,0.031302235,0.049601573,-0.106545301,0.307603028,0.021445418,0,0
105822,0.004071253,-0.99692017,-0.082945942,0.031302235,0.171671886,-0.106545301,0.307603028,0.021445418,0,0
105830,0.00309469,-0.995943608,-0.084410786,0.061819813,0.293742198,-0.137062879,0.053944738,0.021445418,0,0
105843,0.000165003,-0.995455327,-0.090758442,0.061819813,0.110636729,0.015525012,0.053944738,0.021445418,0,0
105848,0.000653284,-0.996431889,-0.090758442,0.092337392,-0.011433583,0.04604259,0.053944738,0.021445418,0,0
105853,-0.001299841,-0.996431889,-0.088805317,0.000784657,-0.041951161,-0.014992566,0.053944738,0.021445418,0,0
105859,-0.002276404,-0.995943608,-0.086852192,-0.029732921,0.019083995,0.04604259,0.053944738,0.021445418,0,0
105864,-0.002764685,-0.995943608,-0.089293599,-0.029732921,-0.011433583,-0.045510144,0.217764998,0.021445418,0,0
105877,0.001141565,-0.994967045,-0.083922505,0.000784657,0.110636729,-0.014992566,0.217764998,0.021445418,0,0
105882,0.000653284,-0.995943608,-0.082457661,-0.029732921,0.202189464,-0.014992566,0.217764998,0.021445418,0,0
105900,0.000653284,-0.995943608,-0.086852192,-0.029732921,-0.011433583,0.076560168,0.156993058,0.021445418,0,0
105914,0.002118128,-0.995455327,-0.085387349,-0.029732921,-0.133503896,-0.014992566,0.156993058,0.021445418,0,0
105919,-0.001788122,-0.994967045,-0.088317036,0.000784657,-0.255574208,0.04604259,0.156993058,0.021445418,0,0
105924,-0.004229529,-0.995455327,-0.087340474,0.000784657,-0.164021474,0.076560168,0.156993058,0.021445418,0,0
105934,-0.00081156,-0.99692017,-0.08978188,0.061819813,-0.133503896,0.04604259,0.156993058,0.021445418,0,0
105939,-0.001299841,-0.99692017,-0.090270161,0.031302235,-0.011433583,0.015525012,0.114716678,0.021445418,0,0
105953,-0.002764685,-0.995943608,-0.085387349,-0.029732921,0.019083995,-0.106545301,0.114716678,0.021445418,0,0
105958,-0.002764685,-0.994478764,-0.086363911,-0.090768077,0.019083995,-0.076027723,0.114716678,0.021445418,0,0
105963,-0.001788122,-0.99692017,-0.08587563,0.000784657,-0.011433583,-0.076027723,0.114716678,0.021445418,0,0
105968,-0.002276404,-0.995455327,-0.084899067,0.061819813,-0.041951161,-0.045510144,0.114716678,0.021445418,0,0
105973,-0.001788122,-0.994478764,-0.085387349,0.031302235,-0.011433583,0.015525012,0.246831088,0.021445418,0,0
105987,0.002118128,-0.99692017,-0.089293599,0.031302235,-0.102986317,-0.106545301,0.246831088,0.021445418,0,0
105993,0.003582971,-0.995943608,-0.085387349,0.061819813,-0.072468739,-0.137062879,0.246831088,0.021445418,0,0
105998,0.002606409,-0.995455327,-0.087340474,0.000784657,-0.011433583,-0.106545301,0.246831088,0.021445418,0,0
106003,0.001141565,-0.996431889,-0.08587563,0.000784657,-0.011433583,-0.045510144,0.246831088,0.021445418,0,0
106008,0.000165003,-0.997896733,-0.084899067,0.031302235,0.019083995,-0.198098035,0.246831088,0.021445418,0,0
106016,0.001629846,-0.995455327,-0.087340474,0.000784657,-0.011433583,-0.076027723,0.156993058,0.021445418,0,0
106030,-0.000323279,-0.996431889,-0.084410786,0.000784657,0.080119151,-0.076027723,0.156993058,0.021445418,0,0
106035,0.001141565,-0.995943608,-0.080504536,0.000784657,0.141154308,-0.014992566,0.156993058,0.021445418,0,0
106040,0.000653284,-0.998873295,-0.082457661,-0.029732921,0.171671886,0.015525012,0.156993058,0.021445418,0,0
106055,0.004559534,-0.997408452,-0.084899067,-0.029732921,0.141154308,-0.106545301,0.024878648,0.021445418,0,0
106070,0.003582971,-0.997408452,-0.08587563,-0.029732921,0.049601573,-0.014992566,0.024878648,0.021445418,0,0
106075,0.006024378,-0.995943608,-0.085387349,0.031302235,0.019083995,-0.014992566,0.024878648,0.021445418,0,0
106080,0.001141565,-0.996431889,-0.087340474,-0.090768077,0.080119151,0.076560168,0.024878648,0.021445418,0,0
106087,0.000165003,-0.99692017,-0.088317036,-0.029732921,0.080119151,0.076560168,-0.049103592,0.021445418,0,0
106101,-0.00081156,-0.995455327,-0.083922505,0.000784657,-0.133503896,0.04604259,-0.049103592,0.021445418,0,0
106106,-0.003741247,-0.99692017,-0.083922505,-0.060250499,-0.011433583,0.107077746,-0.049103592,0.021445418,0,0
106112,-0.004229529,-0.99692017,-0.085387349,-0.029732921,0.110636729,0.04604259,-0.049103592,0.021445418,0,0
106119,-0.002764685,-0.995455327,-0.087340474,0.031302235,0.202189464,0.015525012,-0.049103592,0.021445418,0,0
106124,-0.001299841,-0.994478764,-0.083922505,0.031302235,0.202189464,0.015525012,-0.049103592,0.021445418,0,0
106129,-0.001299841,-0.994967045,-0.090758442,0.000784657,0.049601573,-0.076027723,-0.049103592,0.021445418,0,0
106134,-0.001299841,-0.995455327,-0.089293599,0.061819813,-0.011433583,-0.076027723,-0.049103592,0.021445418,0,0
106139,-0.002276404,-0.99301392,-0.08587563,0.000784657,-0.133503896,-0.014992566,-0.049103592,0.021445418,0,0
106144,-0.003741247,-0.995943608,-0.088317036,0.000784657,-0.133503896,-0.014992566,-0.049103592,0.021445418,0,0
106149,-0.001299841,-0.994478764,-0.08587563,0.061819813,-0.133503896,0.04604259,-0.049103592,0.021445418,0,0
106155,0.000165003,-0.997408452,-0.083922505,0.061819813,-0.102986317,0.137595324,-0.049103592,0.021445418,0,0
106162,-0.001299841,-0.994478764,-0.085387349,0.061819813,-0.072468739,0.015525012,0.188700828,0.021445418,0,0
106176,-0.003252966,-0.993990483,-0.085387349,-0.121285655,0.080119151,0.015525012,0.188700828,0.021445418,0,0
106181,-0.003741247,-0.996431889,-0.087828755,0.000784657,0.049601573,-0.014992566,0.188700828,0.021445418,0,0
106186,-0.002276404,-0.995455327,-0.084410786,-0.029732921,-0.041951161,-0.076027723,0.188700828,0.021445418,0,0
106202,-0.00081156,-0.996431889,-0.083922505,0.031302235,-0.102986317,-0.167580457,0.024878648,0.021445418,0,0
106216,0.003582971,-0.997408452,-0.088317036,0.000784657,0.019083995,-0.076027723,0.024878648,0.021445418,0,0
106221,0.004071253,-0.998385014,-0.088317036,0.000784657,-0.011433583,-0.045510144,0.024878648,0.021445418,0,0
106226,0.00700094,-0.996431889,-0.087340474,-0.090768077,-0.041951161,-0.014992566,0.024878648,0.021445418,0,0
106233,0.00309469,-0.996431889,-0.089293599,-0.029732921,0.049601573,-0.137062879,0.069798618,0.021445418,0,0
106248,0.000165003,-0.996431889,-0.082945942,0.031302235,0.049601573,-0.045510144,0.069798618,0.021445418,0,0
106253,0.000165003,-0.995455327,-0.084410786,0.031302235,0.080119151,-0.014992566,0.069798618,0.021445418,0,0
106258,-0.00081156,-0.995455327,-0.090758442,-0.060250499,0.019083995,-0.014992566,0.069798618,0.021445418,0,0
106265,0.000653284,-0.995943608,-0.082945942,0.031302235,-0.011433583,-0.137062879,0.040732528,0.021445418,0,0
106279,0.000165003,-0.995943608,-0.084899067,0.000784657,-0.041951161,-0.014992566,0.040732528,0.021445418,0,0
106285,0.002118128,-0.997896733,-0.082457661,-0.029732921,-0.133503896,0.076560168,0.040732528,0.021445418,0,0
106290,0.003582971,-0.996431889,-0.082457661,0.061819813,-0.164021474,0.076560168,0.040732528,0.021445418,0,0
106295,0.000653284,-0.995943608,-0.086363911,-0.060250499,-0.164021474,0.015525012,0.040732528,0.021445418,0,0
106300,0.000653284,-0.995943608,-0.086363911,-0.060250499,-0.072468739,0.107077746,0.040732528,0.021445418,0,0
106305,0.002606409,-0.997896733,-0.08587563,-0.090768077,0.019083995,0.076560168,0.159634738,0.021445418,0,0
106318,0.004559534,-0.994967045,-0.088317036,0.000784657,-0.011433583,0.107077746,0.159634738,0.021445418,0,0
106324,0.002118128,-0.997408452,-0.089293599,0.000784657,-0.133503896,-0.014992566,0.159634738,0.021445418,0,0
106329,0.000653284,-0.996431889,-0.08978188,0.000784657,-0.072468739,0.04604259,0.159634738,0.021445418,0,0
106334,0.000653284,-0.997896733,-0.090758442,0.000784657,-0.072468739,0.04604259,0.159634738,0.021445418,0,0
106339,-0.000323279,-0.994967045,-0.086363911,0.031302235,-0.194539052,0.168112902,0.127928878,0.021445418,0,0
106366,0.000653284,-0.993990483,-0.088317036,-0.029732921,0.26322462,-0.045510144,0.127928878,0.021445418,0,0
106371,0.000165003,-0.994478764,-0.088317036,0.000784657,0.446330089,-0.076027723,0.127928878,0.021445418,0,0
106376,0.000653284,-0.995455327,-0.090758442,0.061819813,0.385294933,0.04604259,0.067156938,0.021445418,0,0
106390,0.004559534,-0.994967045,-0.086363911,0.061819813,0.232707042,-0.045510144,0.067156938,0.021445418,0,0
106397,0.004559534,-0.99301392,-0.090270161,0.061819813,0.171671886,0.107077746,0.067156938,0.021445418,0,0
106402,0.002606409,-0.995455327,-0.087828755,0.12285497,0.049601573,-0.014992566,0.067156938,0.021445418,0,0
106407,-0.000323279,-0.995943608,-0.08587563,0.092337392,-0.011433583,-0.076027723,0.067156938,0.021445418,0,0
106412,-0.003741247,-0.997408452,-0.08587563,0.000784657,-0.102986317,-0.014992566,-0.006827202,0.021445418,0,0
106426,-0.003741247,-0.993990483,-0.084410786,0.031302235,-0.011433583,-0.045510144,-0.006827202,0.021445418,0,0
106431,-0.00471781,-0.994967045,-0.084899067,-0.090768077,0.110636729,-0.076027723,-0.006827202,0.021445418,0,0
106436,-0.005206091,-0.99692017,-0.085387349,-0.090768077,0.171671886,-0.167580457,-0.006827202,0.021445418,0,0
106441,-0.002276404,-0.996431889,-0.093199849,-0.029732921,0.080119151,-0.014992566,-0.006827202,0.021445418,0,0
106448,0.001629846,-0.995455327,-0.089293599,-0.060250499,-0.133503896,0.107077746,0.009026678,0.021445418,0,0
106463,0.004559534,-0.995455327,-0.086852192,0.000784657,-0.22505663,0.076560168,0.009026678,0.021445418,0,0
106468,0.005047815,-0.997408452,-0.086852192,-0.060250499,-0.22505663,-0.045510144,0.009026678,0.021445418,0,0
106473,0.004071253,-0.995943608,-0.086363911,0.000784657,-0.22505663,-0.137062879,0.009026678,0.021445418,0,0
106478,0.001629846,-0.996431889,-0.08587563,-0.029732921,-0.286091786,-0.045510144,0.009026678,0.021445418,0,0
106483,0.000165003,-0.995943608,-0.083434224,-0.060250499,-0.316609364,0.015525012,0.009026678,0.021445418,0,0
106488,-0.003252966,-0.994967045,-0.080016255,-0.029732921,-0.164021474,0.076560168,-0.004185532,0.021445418,0,0
106502,-0.005694372,-0.99692017,-0.095152974,-0.029732921,0.110636729,-0.014992566,-0.004185532,0.021445418,0,0
106517,-0.00081156,-0.995943608,-0.088317036,-0.060250499,-0.011433583,0.015525012,-0.004185532,0.021445418,0,0
106522,-0.00081156,-0.993502202,-0.087340474,0.000784657,0.080119151,0.015525012,0.098862798,0.021445418,0,0
106536,-0.000323279,-0.997408452,-0.084899067,0.092337392,0.202189464,0.015525012,0.098862798,0.021445418,0,0
106541,0.000165003,-0.996431889,-0.086852192,0.000784657,0.202189464,-0.045510144,0.098862798,0.021445418,0,0
106551,0.00309469,-0.994967045,-0.08587563,-0.029732921,0.202189464,-0.106545301,0.098862798,0.021445418,0,0
106556,0.000165003,-0.997408452,-0.083922505,-0.029732921,0.171671886,-0.045510144,0.098862798,0.021445418,0,0
106561,0.001629846,-0.995943608,-0.082945942,-0.029732921,0.110636729,0.04604259,0.220408588,0.021445418,0,0
106574,0.000165003,-0.994967045,-0.088805317,0.061819813,0.26322462,-0.137062879,0.220408588,0.021445418,0,0
106580,-0.001788122,-0.99301392,-0.090758442,0.061819813,0.232707042,-0.076027723,0.220408588,0.021445418,0,0
106585,-0.002764685,-0.993502202,-0.089293599,-0.029732921,0.049601573,0.076560168,0.220408588,0.021445418,0,0
106590,-0.001788122,-0.995943608,-0.089293599,-0.060250499,-0.041951161,0.015525012,0.220408588,0.021445418,0,0
106595,-0.001788122,-0.995943608,-0.089293599,-0.060250499,-0.072468739,0.015525012,-0.183859682,0.021445418,0,0
106609,-0.00081156,-0.994967045,-0.088317036,0.000784657,-0.164021474,0.015525012,-0.183859682,0.021445418,0,0
106614,0.000653284,-0.995943608,-0.085387349,-0.060250499,-0.286091786,-0.167580457,-0.183859682,0.021445418,0,0
106619,0.001629846,-0.995455327,-0.08978188,0.061819813,-0.22505663,-0.106545301,-0.183859682,0.021445418,0,0
106624,0.005047815,-0.995455327,-0.086852192,0.031302235,-0.102986317,-0.045510144,-0.183859682,0.021445418,0,0
106632,0.006024378,-0.996431889,-0.084410786,-0.060250499,-0.133503896,-0.106545301,-0.152151912,0.021445418,0,0
106646,0.001141565,-0.99692017,-0.08196938,-0.029732921,-0.316609364,-0.014992566,-0.152151912,0.021445418,0,0
106651,-0.001299841,-0.995943608,-0.083922505,0.000784657,-0.255574208,-0.014992566,-0.152151912,0.021445418,0,0
106656,-0.002276404,-0.994478764,-0.08587563,0.031302235,-0.133503896,-0.076027723,-0.152151912,0.021445418,0,0
106672,-0.001299841,-0.995943608,-0.086852192,0.000784657,0.110636729,0.04604259,-0.017395822,0.021445418,0,0
106686,0.00309469,-0.993990483,-0.083922505,0.061819813,0.202189464,-0.014992566,-0.017395822,0.021445418,0,0
