deviceTime,aCoord[x],aCoord[y],aCoord[z],gCoord[x],gCoord[y],gCoord[z],mCoord[x],mCoord[y],mCoord[z],altPress,altMax,count,isOn
4156,0.0810546875,0.1640625,1.0244140625,1.373291015625,-1.800537109375,-0.54931640625,48.12864685058594,78.97272491455078,-16.93138885498047,23.880870819091797,23.84255599975586,0,False
4162,0.0810546875,0.1630859375,1.017578125,1.373291015625,-1.64794921875,-0.6103515625,48.12864685058594,78.97272491455078,-16.93138885498047,23.880870819091797,23.84255599975586,0,False
4167,0.08203125,0.16259765625,1.0234375,1.3427734375,-1.708984375,-0.54931640625,48.12864685058594,78.97272491455078,-16.93138885498047,23.880870819091797,23.84255599975586,0,False
4172,0.0810546875,0.16455078125,1.02734375,1.373291015625,-1.617431640625,-0.6103515625,48.12864685058594,78.97272491455078,-16.93138885498047,23.880870819091797,23.84255599975586,0,False
4176,0.080078125,0.1611328125,1.0234375,1.28173828125,-1.64794921875,-0.640869140625,48.12864685058594,78.97272491455078,-16.93138885498047,23.880870819091797,23.84255599975586,0,False
4182,0.08154296875,0.16015625,1.01953125,1.312255859375,-1.678466796875,-0.54931640625,48.12864685058594,78.97272491455078,-16.93138885498047,23.880870819091797,23.84255599975586,0,False
4186,0.08154296875,0.16015625,1.01953125,1.28173828125,-1.617431640625,-0.579833984375,48.12864685058594,78.97272491455078,-16.93138885498047,23.880870819091797,23.84255599975586,0,False
4191,0.08203125,0.16357421875,1.021484375,1.373291015625,-1.556396484375,-0.579833984375,48.12864685058594,78.97272491455078,-16.93138885498047,23.99713134765625,23.84255599975586,0,False
4196,0.07958984375,0.1640625,1.0224609375,1.373291015625,-1.64794921875,-0.579833984375,48.12864685058594,78.97272491455078,-16.93138885498047,23.99713134765625,23.84255599975586,0,False
4201,0.080078125,0.1611328125,1.02197265625,1.3427734375,-1.739501953125,-0.579833984375,48.12864685058594,78.97272491455078,-16.93138885498047,23.99713134765625,23.84255599975586,0,False
4205,0.080078125,0.1611328125,1.02197265625,1.312255859375,-1.800537109375,-0.54931640625,48.12864685058594,78.97272491455078,-16.93138885498047,23.99713134765625,23.84255599975586,0,False
