deviceTime,aCoord[x],aCoord[y],aCoord[z],gCoord[x],gCoord[y],gCoord[z],mCoord[x],mCoord[y],mCoord[z],altPress,altMax,count,isOn
2910,-0.05712890625,-0.01416015625,0.9658203125,-1.434326171875,0.06103515625,0.274658203125,9.343656539916992,-12.55855941772461,38.13837814331055,-8.312593460083008,0.0,0,False
2920,-0.0595703125,-0.0166015625,0.962890625,-1.434326171875,0.3662109375,0.3662109375,9.343656539916992,-12.55855941772461,38.13837814331055,-8.22804069519043,0.0,0,False
2930,-0.06005859375,-0.01708984375,0.96630859375,-1.46484375,0.213623046875,0.48828125,9.343656539916992,-12.55855941772461,38.13837814331055,-8.22804069519043,0.0,0,False
2940,-0.060546875,-0.015625,0.96533203125,-1.46484375,0.091552734375,0.335693359375,9.343656539916992,-12.55855941772461,38.13837814331055,-8.22804069519043,0.0,0,False
2950,-0.05908203125,-0.0146484375,0.96240234375,-1.434326171875,0.18310546875,0.3662109375,9.343656539916992,-12.55855941772461,38.13837814331055,-8.22804069519043,0.0,0,False
2960,-0.060546875,-0.015625,0.96240234375,-1.495361328125,0.3662109375,0.396728515625,9.343656539916992,-12.55855941772461,38.13837814331055,-8.000804901123047,0.0,0,False
2970,-0.05908203125,-0.01416015625,0.9638671875,-1.495361328125,0.18310546875,0.335693359375,9.343656539916992,-12.55855941772461,38.13837814331055,-8.000804901123047,0.0,0,False
2980,-0.06005859375,-0.015625,0.96533203125,-1.46484375,0.213623046875,0.335693359375,9.343656539916992,-12.55855941772461,38.13837814331055,-8.000804901123047,0.0,0,False
2990,-0.060546875,-0.01611328125,0.96435546875,-1.46484375,0.335693359375,0.3662109375,9.343656539916992,-12.55855941772461,38.13837814331055,-7.947959899902344,0.0,0,False
3000,-0.06005859375,-0.0166015625,0.96337890625,-1.40380859375,0.244140625,0.396728515625,9.343656539916992,-12.55855941772461,38.13837814331055,-7.947959899902344,0.0,0,False
3010,-0.05908203125,-0.01513671875,0.96142578125,-1.46484375,-0.030517578125,0.30517578125,9.343656539916992,-12.55855941772461,38.13837814331055,-7.947959899902344,0.0,0,False
3020,-0.0595703125,-0.01611328125,0.96435546875,-1.40380859375,0.244140625,0.30517578125,9.343656539916992,-12.55855941772461,38.13837814331055,-7.947959899902344,0.0,0,False
3030,-0.05859375,-0.01513671875,0.96240234375,-1.46484375,0.213623046875,0.30517578125,9.343656539916992,-12.55855941772461,38.13837814331055,-7.916252613067627,0.0,0,False
3040,-0.05859375,-0.01513671875,0.9677734375,-1.434326171875,0.18310546875,0.335693359375,10.401429176330566,-13.266082763671875,38.48042678833008,-7.916252613067627,0.0,0,False
3050,-0.05908203125,-0.015625,0.96630859375,-1.556396484375,0.213623046875,0.213623046875,10.401429176330566,-13.266082763671875,38.48042678833008,-7.916252613067627,0.0,0,False
3060,-0.06201171875,-0.015625,0.9677734375,-1.495361328125,0.274658203125,0.274658203125,10.401429176330566,-13.266082763671875,38.48042678833008,-7.974382400512695,0.0,0,False
3070,-0.05908203125,-0.015625,0.966796875,-1.495361328125,0.152587890625,0.274658203125,10.401429176330566,-13.266082763671875,38.48042678833008,-7.974382400512695,0.0,0,False
3080,-0.06005859375,-0.01513671875,0.96484375,-1.495361328125,0.1220703125,0.42724609375,10.401429176330566,-13.266082763671875,38.48042678833008,-7.974382400512695,0.0,0,False
3090,-0.060546875,-0.0146484375,0.9619140625,-1.46484375,0.335693359375,0.335693359375,10.401429176330566,-13.266082763671875,38.48042678833008,-7.974382400512695,0.0,0,False
3100,-0.06103515625,-0.015625,0.9638671875,-1.434326171875,0.1220703125,0.274658203125,10.401429176330566,-13.266082763671875,38.48042678833008,-8.41828441619873,0.0,0,False
3110,-0.060546875,-0.0146484375,0.9619140625,-1.46484375,0.1220703125,0.335693359375,10.401429176330566,-13.266082763671875,38.48042678833008,-8.41828441619873,0.0,0,False
3120,-0.0595703125,-0.01513671875,0.96484375,-1.434326171875,0.244140625,0.396728515625,10.401429176330566,-13.266082763671875,38.48042678833008,-8.41828441619873,0.0,0,False
3130,-0.0595703125,-0.01513671875,0.962890625,-1.46484375,0.244140625,0.3662109375,10.401429176330566,-13.266082763671875,38.48042678833008,-8.41828441619873,0.0,0,False
3140,-0.05908203125,-0.015625,0.9609375,-1.495361328125,0.18310546875,0.30517578125,10.401429176330566,-13.266082763671875,38.48042678833008,-8.032512664794922,0.0,0,False
3150,-0.05908203125,-0.01611328125,0.96337890625,-1.52587890625,0.18310546875,0.457763671875,10.401429176330566,-13.266082763671875,38.48042678833008,-8.032512664794922,0.0,0,False
3160,-0.06005859375,-0.0185546875,0.9638671875,-1.495361328125,0.335693359375,0.30517578125,10.401429176330566,-13.266082763671875,38.48042678833008,-8.032512664794922,0.0,0,False
3170,-0.0595703125,-0.01611328125,0.96533203125,-1.434326171875,0.1220703125,0.335693359375,9.519951820373535,-13.442964553833008,38.30940246582031,-8.391861915588379,0.0,0,False
3181,-0.05810546875,-0.015625,0.96630859375,-1.495361328125,0.1220703125,0.213623046875,9.519951820373535,-13.442964553833008,38.30940246582031,-8.391861915588379,0.0,0,False
3191,-0.05859375,-0.0146484375,0.96630859375,-1.46484375,0.3662109375,0.335693359375,9.519951820373535,-13.442964553833008,38.30940246582031,-8.391861915588379,0.0,0,False
3201,-0.06103515625,-0.01708984375,0.97021484375,-1.434326171875,0.0,0.3662109375,9.519951820373535,-13.442964553833008,38.30940246582031,-8.391861915588379,0.0,0,False
3211,-0.056640625,-0.01416015625,0.96142578125,-1.556396484375,0.30517578125,0.396728515625,9.519951820373535,-13.442964553833008,38.30940246582031,-8.090642929077148,0.0,0,False
3221,-0.0576171875,-0.01708984375,0.96435546875,-1.556396484375,0.274658203125,0.3662109375,9.519951820373535,-13.442964553833008,38.30940246582031,-8.090642929077148,0.0,0,False
3231,-0.06103515625,-0.01611328125,0.9638671875,-1.556396484375,0.30517578125,0.335693359375,9.519951820373535,-13.442964553833008,38.30940246582031,-8.090642929077148,0.0,0,False
3241,-0.05908203125,-0.015625,0.96240234375,-1.52587890625,0.152587890625,0.42724609375,9.519951820373535,-13.442964553833008,38.30940246582031,-8.095927238464355,0.0,0,False
3251,-0.05859375,-0.01708984375,0.9599609375,-1.495361328125,0.244140625,0.3662109375,9.519951820373535,-13.442964553833008,38.30940246582031,-8.095927238464355,0.0,0,False
3261,-0.06005859375,-0.015625,0.9638671875,-1.495361328125,0.213623046875,0.274658203125,9.519951820373535,-13.442964553833008,38.30940246582031,-8.095927238464355,0.0,0,False
3271,-0.06005859375,-0.01513671875,0.96337890625,-1.46484375,0.152587890625,0.3662109375,9.519951820373535,-13.442964553833008,38.30940246582031,-8.095927238464355,0.0,0,False
3281,-0.05712890625,-0.01708984375,0.9619140625,-1.46484375,0.213623046875,0.274658203125,9.519951820373535,-13.442964553833008,38.30940246582031,-8.423568725585938,0.0,0,False
3291,-0.06005859375,-0.015625,0.9638671875,-1.46484375,0.396728515625,0.335693359375,9.519951820373535,-13.79672622680664,37.96735763549805,-8.423568725585938,0.0,0,False
3301,-0.0625,-0.01611328125,0.96484375,-1.52587890625,0.213623046875,0.30517578125,9.519951820373535,-13.79672622680664,37.96735763549805,-8.423568725585938,0.0,0,False
3311,-0.05859375,-0.01416015625,0.962890625,-1.495361328125,0.18310546875,0.335693359375,9.519951820373535,-13.79672622680664,37.96735763549805,-8.434138298034668,0.0,0,False
3321,-0.05712890625,-0.01611328125,0.96240234375,-1.434326171875,0.274658203125,0.396728515625,9.519951820373535,-13.79672622680664,37.96735763549805,-8.434138298034668,0.0,0,False
3331,-0.060546875,-0.01611328125,0.9609375,-1.495361328125,0.152587890625,0.396728515625,9.519951820373535,-13.79672622680664,37.96735763549805,-8.434138298034668,0.0,0,False
3341,-0.0595703125,-0.01611328125,0.96044921875,-1.46484375,0.091552734375,0.3662109375,9.519951820373535,-13.79672622680664,37.96735763549805,-8.434138298034668,0.0,0,False
3351,-0.05908203125,-0.015625,0.9619140625,-1.46484375,0.30517578125,0.30517578125,9.519951820373535,-13.79672622680664,37.96735763549805,-8.164626121520996,0.0,0,False
