deviceTime,aCoord[x],aCoord[y],aCoord[z],gCoord[x]Mod,gCoord[y]Mod,gCoord[z]Mod,aAbsMod,altPressMod,altMaxMod,count,isOn
49484,0.050292969,-0.992675781,0.027832031,0.06336771,-0.015939117,0.062395813,1.002717233,-0.01176499,-0.05614899,0,0
49489,0.047851563,-0.991699219,0.03125,0.032850132,-0.015939117,0.031878234,1.001714969,-0.01176499,-0.05614899,0,0
49494,0.048339844,-0.987304688,0.023925781,0.032850132,0.014578461,-0.029156922,0.997108674,-0.01176499,-0.05614899,0,0
49499,0.05078125,-0.990722656,0.022949219,0.002332553,0.014578461,-0.0596745,1.000650039,-0.01176499,-0.05614899,0,0
49503,0.049804688,-0.989746094,0.020019531,-0.028185025,0.014578461,-0.0596745,0.999552806,-0.01176499,-0.05614899,0,0
49514,0.05078125,-0.990234375,0.013183594,-0.119737759,0.014578461,-0.0596745,0.999979018,-0.01176499,-0.05614899,0,0
49519,0.051269531,-0.986816406,0.015136719,-0.150255337,-0.015939117,-0.0596745,0.996590737,-0.01176499,-0.05614899,0,0
49523,0.049804688,-0.992675781,0.018066406,-0.089220181,-0.046456695,0.001360656,1.002465128,-0.01176499,-0.05614899,0,0
49528,0.049804688,-0.990234375,0.015625,0.002332553,-0.046456695,0.092913391,0.999964834,-0.01176499,-0.05614899,0,0
49532,0.050292969,-0.988769531,0.017089844,0.002332553,-0.076974273,0.031878234,0.998538989,-0.01176499,-0.05614899,0,0
49538,0.049316406,-0.982421875,0.012695313,0.06336771,-0.107491852,0.031878234,0.992030182,-0.01176499,-0.05614899,0,0
49542,0.049804688,-0.993164063,0.024902344,0.032850132,-0.13800943,0.092913391,1.003105725,0.22604324,-0.05614899,0,0
49549,0.05078125,-0.989746094,0.022460938,0.06336771,-0.076974273,0.062395813,0.999655526,0.22604324,-0.05614899,0,0
49553,0.049316406,-0.983398438,0.020507813,0.06336771,-0.046456695,0.062395813,0.993146469,0.22604324,-0.05614899,0,0
49558,0.046875,-0.991699219,0.024902344,0.093885288,-0.046456695,0.001360656,1.001487064,0.22604324,-0.05614899,0,0
49562,0.044433594,-0.986816406,0.028320313,0.124402866,0.014578461,0.001360656,0.996549257,0.22604324,-0.05614899,0,0
49585,0.047363281,-0.989746094,0.020507813,-0.028185025,0.045096039,0.001360656,0.999442192,0.13884689,-0.05614899,0,0
49591,0.050292969,-0.988769531,0.016113281,-0.028185025,-0.015939117,0.001360656,0.998522478,0.13884689,-0.05614899,0,0
49596,0.047851563,-0.986328125,0.013183594,0.002332553,-0.046456695,0.031878234,0.99589787,0.13884689,-0.05614899,0,0
49600,0.047851563,-0.997070313,0.011230469,0.06336771,0.045096039,0.092913391,1.006692949,0.13884689,-0.05614899,0,0
49606,0.048828125,-0.987304688,0.015625,-0.028185025,0.045096039,0.062395813,0.996965445,0.13884689,-0.05614899,0,0
49611,0.045898438,-0.989746094,0.01953125,-0.089220181,0.045096039,-0.0596745,0.999352794,0.13884689,-0.05614899,0,0
49615,0.049316406,-0.988769531,0.019042969,0.002332553,0.045096039,-0.0596745,0.998525391,-0.1148114,-0.05614899,0,0
49622,0.045898438,-0.984863281,0.025878906,0.002332553,0.014578461,0.031878234,0.994582481,-0.1148114,-0.05614899,0,0
49627,0.046875,-0.987792969,0.023925781,-0.028185025,-0.046456695,0.031878234,0.997529246,-0.1148114,-0.05614899,0,0
49631,0.046875,-0.987792969,0.023925781,0.002332553,-0.13800943,0.092913391,0.997529246,-0.1148114,-0.05614899,0,0
49636,0.050292969,-0.98828125,0.017089844,-0.028185025,-0.13800943,0.153948547,0.998047303,-0.1148114,-0.05614899,0,0
49648,0.044921875,-0.985351563,0.018554688,-0.089220181,-0.107491852,0.123430969,0.994862539,-0.1148114,-0.05614899,0,0
49653,0.04296875,-0.998046875,0.014648438,-0.058702603,-0.076974273,-0.090192078,1.007497399,0.08071472,-0.05614899,0,0
49659,0.04296875,-0.991210938,0.020507813,-0.028185025,0.014578461,-0.0596745,1.0007157,0.08071472,-0.05614899,0,0
49664,0.043457031,-0.985351563,0.010742188,0.002332553,0.014578461,-0.029156922,0.994679377,0.08071472,-0.05614899,0,0
49669,0.042480469,-0.991210938,0.008789063,0.002332553,-0.015939117,0.123430969,1.000520039,0.08071472,-0.05614899,0,0
49674,0.043945313,-0.998535156,0.016601563,-0.058702603,-0.046456695,0.001360656,1.008062886,0.08071472,-0.05614899,0,0
49678,0.043945313,-0.982910156,0.020019531,-0.028185025,-0.015939117,-0.090192078,0.992388043,0.08071472,-0.05614899,0,0
49683,0.047363281,-0.998535156,0.018554688,0.124402866,-0.076974273,-0.120709656,1.008254919,0.08071472,-0.05614899,0,0
49687,0.051269531,-0.991210938,0.020019531,0.124402866,-0.107491852,-0.090192078,1.001103031,-0.17294358,-0.05614899,0,0
49693,0.05078125,-0.987792969,0.023925781,0.124402866,-0.076974273,-0.090192078,0.99772367,-0.17294358,-0.05614899,0,0
49698,0.051757813,-0.990722656,0.020507813,0.093885288,-0.076974273,-0.090192078,1.00064701,-0.17294358,-0.05614899,0,0
49710,0.051269531,-0.986328125,0.020996094,0.093885288,-0.107491852,0.031878234,0.996207128,-0.17294358,-0.05614899,0,0
49714,0.049316406,-0.984863281,0.019042969,-0.089220181,-0.015939117,-0.029156922,0.994591866,-0.17294358,-0.05614899,0,0
49719,0.05078125,-0.987792969,0.013183594,-0.028185025,-0.046456695,0.001360656,0.997520496,-0.17294358,-0.05614899,0,0
49723,0.045898438,-0.990234375,0.024902344,0.06336771,0.014578461,0.062395813,0.999965925,0.12299301,-0.05614899,0,0
49731,0.044433594,-0.991210938,0.018066406,0.002332553,0.014578461,-0.029156922,1.000732901,0.12299301,-0.05614899,0,0
49735,0.0390625,-0.979003906,0.018554688,0.06336771,0.014578461,-0.120709656,0.988216054,0.12299301,-0.05614899,0,0
49740,0.049316406,-0.989257813,0.014160156,0.032850132,-0.107491852,-0.120709656,0.998934567,0.12299301,-0.05614899,0,0
49744,0.05078125,-0.996582031,0.029296875,0.032850132,-0.107491852,-0.120709656,1.006717032,0.12299301,-0.05614899,0,0
49750,0.049316406,-0.986816406,0.024414063,0.154920444,-0.107491852,-0.120709656,0.996677707,0.12299301,-0.05614899,0,0
49754,0.050292969,-0.992675781,0.023925781,0.06336771,-0.199044586,-0.0596745,1.002614706,0.12299301,-0.05614899,0,0
49759,0.055175781,-0.989746094,0.012695313,0.093885288,-0.076974273,0.001360656,0.999717735,0.16790725,-0.05614899,0,0
49778,0.052246094,-0.987304688,0.013671875,0.032850132,0.045096039,0.001360656,0.997112443,0.16790725,-0.05614899,0,0
49783,0.051269531,-0.997558594,0.024902344,-0.058702603,-0.046456695,0.184466125,1.007605084,0.16790725,-0.05614899,0,0
49787,0.048828125,-0.98828125,0.022949219,0.032850132,-0.015939117,0.092913391,0.998092851,0.16790725,-0.05614899,0,0
49793,0.049804688,-0.990234375,0.020019531,-0.058702603,-0.046456695,0.214983703,1.000044479,0.16790725,-0.05614899,0,0
49797,0.05078125,-0.986816406,0.014648438,-0.119737759,-0.046456695,0.092913391,0.996557893,-0.19143723,-0.05614899,0,0
49803,0.048828125,-0.9921875,0.021972656,0.002332553,-0.046456695,0.123430969,1.002003921,-0.19143723,-0.05614899,0,0
49808,0.051757813,-0.989746094,0.026855469,-0.119737759,-0.076974273,0.214983703,0.999816679,-0.19143723,-0.05614899,0,0
49812,0.049804688,-0.993652344,0.015136719,-0.058702603,-0.13800943,0.245501281,1.00339923,-0.19143723,-0.05614899,0,0
49817,0.045898438,-0.991210938,0.0234375,-0.150255337,-0.015939117,0.153948547,1.000913381,-0.19143723,-0.05614899,0,0
49822,0.044433594,-0.991210938,0.01953125,-0.089220181,0.075613617,0.184466125,1.000760884,-0.19143723,-0.05614899,0,0
49826,0.046386719,-0.989257813,0.018554688,-0.028185025,0.106131195,0.062395813,0.998865028,-0.19143723,-0.05614899,0,0
49839,0.044921875,-0.995605469,0.017578125,0.002332553,-0.076974273,0.001360656,1.005172572,-0.0223317,-0.05614899,0,0
49845,0.040039063,-0.986816406,0.016113281,-0.089220181,-0.076974273,0.062395813,0.996082998,-0.0223317,-0.05614899,0,0
49850,0.051757813,-0.990722656,0.016113281,-0.089220181,-0.076974273,0.062395813,1.000565232,-0.0223317,-0.05614899,0,0
49856,0.041503906,-0.981933594,0.009765625,-0.058702603,-0.107491852,0.001360656,0.991140774,-0.0223317,-0.05614899,0,0
49860,0.049316406,-0.990722656,0.020019531,-0.058702603,0.014578461,0.031878234,1.000511557,-0.0223317,-0.05614899,0,0
49865,0.042480469,-0.993164063,0.020507813,-0.028185025,0.045096039,0.001360656,1.00266186,-0.0223317,-0.05614899,0,0
49869,0.0546875,-0.998535156,0.025390625,-0.028185025,0.045096039,0.001360656,1.00878321,-0.29448746,-0.05614899,0,0
49875,0.049804688,-0.988769531,0.013183594,-0.089220181,-0.046456695,-0.0596745,0.998453881,-0.29448746,-0.05614899,0,0
49881,0.04296875,-0.983398438,0.017578125,0.002332553,-0.107491852,0.031878234,0.992789369,-0.29448746,-0.05614899,0,0
49885,0.047363281,-0.98828125,0.006835938,0.002332553,-0.046456695,-0.029156922,0.997776523,-0.29448746,-0.05614899,0,0
49890,0.034667969,-0.990234375,0.018066406,0.002332553,-0.046456695,-0.029156922,0.999356311,-0.29448746,-0.05614899,0,0
49916,0.045410156,-0.984863281,0.008789063,0.154920444,-0.076974273,-0.090192078,0.994256745,-0.29184387,-0.05614899,0,0
49923,0.052734375,-0.994140625,0.033203125,0.093885288,0.014578461,0.001360656,1.004485262,-0.29184387,-0.05614899,0,0
49928,0.053710938,-0.990234375,0.026367188,0.154920444,-0.076974273,-0.0596745,1.000399716,-0.29184387,-0.05614899,0,0
49932,0.049316406,-0.987792969,0.022949219,0.06336771,-0.199044586,-0.029156922,0.997625612,-0.29184387,-0.05614899,0,0
49937,0.055664063,-0.999023438,0.03515625,-0.058702603,0.014578461,-0.0596745,1.00962682,-0.29184387,-0.05614899,0,0
49941,0.044433594,-0.982910156,0.014648438,-0.089220181,0.045096039,-0.0596745,0.992314746,0.03315307,-0.05614899,0,0
49948,0.043457031,-0.98828125,0.0234375,-0.119737759,0.136648773,-0.0596745,0.997851848,0.03315307,-0.05614899,0,0
49952,0.065429688,-0.995117188,0.03515625,-0.119737759,0.075613617,-0.120709656,1.006293916,0.03315307,-0.05614899,0,0
49957,0.042480469,-0.989257813,0.0078125,0.002332553,-0.046456695,-0.181744812,0.998544088,0.03315307,-0.05614899,0,0
49961,0.047363281,-0.986816406,0.020019531,0.002332553,-0.015939117,-0.0596745,0.99648174,0.03315307,-0.05614899,0,0
49967,0.045898438,-0.98046875,0.015136719,-0.028185025,0.258719086,0.031878234,0.989930998,0.03315307,-0.05614899,0,0
49981,0.060058594,-0.999023438,0.029296875,-0.180772915,0.075613617,-0.0596745,1.009692737,0.00673248,-0.05614899,0,0
49988,0.040527344,-0.998046875,0.021484375,-0.089220181,0.014578461,0.001360656,1.007519178,0.00673248,-0.05614899,0,0
49992,0.046875,-0.982910156,0.024902344,-0.028185025,0.19768393,-0.120709656,0.992636723,0.00673248,-0.05614899,0,0
49997,0.043457031,-0.994140625,0.025390625,-0.058702603,0.19768393,-0.0596745,1.003801587,0.00673248,-0.05614899,0,0
50002,0.061035156,-0.990722656,0.017089844,-0.150255337,0.167166352,0.001360656,1.001113323,0.00673248,-0.05614899,0,0
50007,0.0390625,-0.984863281,0.061035156,-0.211290494,0.228201508,0.001360656,0.995846865,0.00673248,-0.05614899,0,0
50012,0.040039063,-0.994628906,-0.004882813,0.185438022,0.533377289,-0.120709656,1.003834435,0.00673248,-0.05614899,0,0
50016,0.042480469,-0.993164063,0.033691406,0.124402866,0.319754242,-0.120709656,1.003024147,0.00144531,-0.05614899,0,0
50022,0.029785156,-1.00390625,-0.026367188,0.093885288,0.624930024,-0.181744812,1.013159966,0.00144531,-0.05614899,0,0
50027,0.038085938,-1.000976563,0.024902344,-0.302843228,0.624930024,-0.181744812,1.01045365,0.00144531,-0.05614899,0,0
50031,0.013183594,-0.990722656,-0.03515625,0.06336771,0.594412445,-0.242779969,0.999788063,0.00144531,-0.05614899,0,0
50044,0.002441406,-0.999511719,-0.030761719,0.124402866,0.991140961,-0.242779969,1.008414217,0.00144531,-0.05614899,0,0
50049,-0.000976563,-0.977050781,-0.001953125,0.399061069,1.448904633,-0.608990906,0.985286222,-0.22050522,-0.05614899,0,0
50056,0.001953125,-1.010742188,-0.055175781,0.643201694,2.211844086,-1.127789734,1.02077853,-0.09895752,-0.05614899,0,0
50062,-0.001953125,-1.024414063,-0.059082031,0.917859897,2.883230805,-1.158307312,1.034764695,-0.09895752,-0.05614899,0,0
50066,0.004882813,-1.043457031,-0.011230469,0.55164896,3.859793305,-1.371930359,1.052322037,-0.09895752,-0.05614899,0,0
50071,-0.022949219,-1.071289063,-0.065917969,1.162000522,4.836355805,-1.585553406,1.082606684,-0.09895752,-0.05614899,0,0
50075,-0.022949219,-1.071289063,-0.065917969,1.100965366,4.714285492,-1.555035828,1.082606684,-0.09895752,-0.05614899,0,0
50080,0.024902344,-1.080078125,-0.028320313,1.1925181,5.751883149,-2.0127995,1.089842959,-0.09895752,-0.05614899,0,0
50084,0,-1.113769531,-0.033203125,1.436658725,6.301199555,-2.256940125,1.123653529,-0.09895752,-0.05614899,0,0
50089,-0.005371094,-1.120117188,0.107421875,1.436658725,6.301199555,-2.256940125,1.134751144,-0.02761887,-0.05614899,0,0
50096,0.023925781,-1.187988281,0.1640625,0.582166538,10.02434409,-2.104352234,1.209609457,-0.02761887,-0.02761887,0,1
50115,0.052246094,-1.399414063,-0.020507813,0.185438022,16.0057894,-2.256940125,1.412340607,-0.02761887,-0.02761887,0,1
50119,0.219238281,-1.389648438,0.328125,0.185438022,16.0057894,-2.256940125,1.456767503,-0.02761887,-0.02761887,0,1
50124,0.225097656,-1.414550781,0.094238281,1.406141147,14.6019808,-2.592633484,1.447541056,0.15205337,0.15205337,0,1
50130,0.116210938,-1.499023438,0.221679688,-0.791124478,15.76164877,-0.731061219,1.53258186,0.15205337,0.15205337,0,1
50135,0.181640625,-1.498535156,-0.000488281,-1.309923306,18.87444174,-0.608990906,1.522223235,0.15205337,0.15205337,0,1
50140,0.123046875,-1.498535156,0.123535156,-0.058702603,20.8886019,-1.036237,1.521357165,0.15205337,0.15205337,0,1
50145,0.067871094,-1.579101563,-0.084960938,-0.058702603,20.8886019,-1.036237,1.596178892,0.15205337,0.15205337,0,1
50149,0.106445313,-1.634765625,0.138671875,-1.279405728,20.12566244,-0.761578797,1.65793977,0.15205337,0.15205337,0,1
50154,0.158691406,-1.655761719,0.055664063,-0.699571744,18.47771323,-0.425885437,1.678303941,0.15205337,0.15205337,0,1
50158,0.10546875,-1.698730469,0.038085938,-1.096300259,16.12785971,-0.242779969,1.716772767,0.01729919,0.15205337,0,1
50164,0.157226563,-1.676757813,0.014160156,-1.24888815,16.67717612,0.184466125,1.698364077,0.37664749,0.37664749,0,1
50179,0.087890625,-1.88671875,-0.036621094,-0.730089322,21.37688315,1.038958313,1.905038171,0.37664749,0.37664749,0,1
50184,0.033203125,-1.922363281,0.045898438,-1.340440884,22.81120932,0.825335266,1.939403333,0.37664749,0.37664749,0,1
50189,0.069824219,-1.919921875,-0.074707031,-1.187852994,23.1163851,0.794817688,1.938844,0.37664749,0.37664749,0,1
50193,0.026367188,-1.995605469,0.077636719,-1.493028775,21.31584799,1.130511047,2.014119006,0.37664749,0.37664749,0,1
50198,0,-2.055664063,0.045410156,-1.279405728,23.05534994,0.886370422,2.073491551,-0.13066529,0.37664749,0,1
50204,-0.011230469,-2.072753906,0.040039063,-1.370958462,27.0226351,0.337054016,2.090640284,-0.13066529,0.37664749,0,1
50208,0.018066406,-2.072265625,-0.041503906,-1.035265103,27.38884604,-0.029156922,2.090225763,-0.13066529,0.37664749,0,1
50213,0.034179688,-2.1328125,-0.02734375,-1.584581509,25.80193198,-0.395367859,2.151237235,-0.13066529,0.37664749,0,1
50217,0.030273438,-2.132324219,0.001953125,-1.676134244,20.8886019,-0.792096375,2.15050955,-0.13066529,0.37664749,0,1
50224,0.037109375,-2.2265625,0.104980469,-1.584581509,17.22649252,-0.486920594,2.248130133,-0.13066529,0.37664749,0,1
50229,0.046386719,-2.245117188,0.03515625,-0.546983853,20.27825034,-0.608990906,2.264796036,-0.13066529,0.37664749,0,1
50255,-0.062988281,-2.319824219,0.101074219,-2.133897915,3.859793305,-1.066754578,2.342452645,0.21282913,0.37664749,0,1
50262,0.145019531,-2.384277344,0.071289063,-1.798204556,4.714285492,-0.54795575,2.409883975,0.21282913,0.37664749,0,1
50267,0.108886719,-2.444824219,-0.201660156,-0.791124478,7.735525727,-1.463483094,2.476233704,0.21282913,0.37664749,0,1
50271,0.100097656,-2.450195313,0.338378906,-2.622179165,9.658133149,-0.883649109,2.496334325,0.13619949,0.37664749,0,1
50277,0.082519531,-2.612792969,-0.221679688,1.52821146,8.345877289,1.008440735,2.64558468,0.13619949,0.37664749,0,1
50282,0.27734375,-2.580078125,0.15234375,-0.119737759,7.399832367,1.527239563,2.621313357,0.13619949,0.37664749,0,1
50286,0.163085938,-2.562011719,-0.201171875,0.887342319,11.94695151,1.25258136,2.59676566,0.13619949,0.37664749,0,1
50291,0.151855469,-2.635742188,0.187988281,-1.065782681,18.66081869,2.747942688,2.669100279,0.13619949,0.37664749,0,1
50295,0.044433594,-2.590332031,0.143554688,1.497693882,21.68205893,3.877093078,2.616551092,0.13619949,0.37664749,0,1
50300,0.087890625,-2.729492188,-0.094238281,1.406141147,22.44499838,3.144671203,2.755557679,0.13619949,0.37664749,0,1
50306,0.087890625,-2.729492188,-0.094238281,-0.27232565,20.27825034,2.870013,2.755557679,0.13619949,0.37664749,0,1
50319,0.068847656,-2.876464844,0.125,-1.645616665,23.14690268,1.832415344,2.904270537,0.13619949,0.37664749,0,1
50324,0.190429688,-2.849121094,0.124023438,-0.882677212,19.75945151,2.870013,2.882254059,0.13619949,0.37664749,0,1
50328,0.122070313,-2.829589844,-0.120605469,-0.577501431,14.08318198,2.808977844,2.858675388,0.13619949,0.37664749,0,1
50333,-0.041503906,-2.907226563,0.259277344,-3.812364712,7.766043305,3.022600891,2.943657446,0.13619949,0.37664749,0,1
50337,0.032714844,-2.951660156,-0.166015625,-1.096300259,4.531180024,3.816057922,2.981418817,0.13619949,0.37664749,0,1
50342,0.003417969,-2.986328125,-0.008789063,-1.309923306,4.25652182,3.877093078,3.01150701,0.2551036,0.37664749,0,1
50350,-0.018554688,-3.021972656,-0.018554688,-0.821642056,7.67449057,3.816057922,3.047551762,0.2551036,0.37664749,0,1
50355,0,-3.127929688,0.043945313,-0.791124478,8.712088227,4.33485675,3.154598031,0.2551036,0.37664749,0,1
50359,-0.024414063,-3.115722656,-0.013183594,-0.791124478,8.712088227,4.33485675,3.142101433,0.2551036,0.37664749,0,1
50364,-0.007324219,-3.099609375,0.032226563,-0.577501431,8.315359711,4.33485675,3.125905456,0.2551036,0.37664749,0,1
50368,-0.040527344,-3.094726563,-0.096191406,0.185438022,7.582937836,3.114153625,3.122578459,0.2551036,0.37664749,0,1
50381,-0.099609375,-3.193847656,0.366210938,-1.981310025,11.73332846,0.76430011,3.243418884,0.47969772,0.47969772,0,1
