2017-11-30 15:12:29.462600,Connection established @ COM8
realTime,deviceTime,aCoord[x],aCoord[y],aCoord[z],gCoord[x],gCoord[y],gCoord[z],mCoord[x],mCoord[y],mCoord[z],altPress,altMax,count,isOn
15:12:33.264600,2880,-0.0234375,-0.0166015625,0.99072265625,0.54931640625,-0.762939453125,0.396728515625,5.163523197174072,25.629018783569336,-64.1018295288086,-8.502837181091309,0.0,0,False
15:12:33.272600,2887,-0.02587890625,-0.01904296875,1.00048828125,0.54931640625,-0.762939453125,0.48828125,5.163523197174072,25.629018783569336,-64.1018295288086,-8.502837181091309,0.0,0,False
15:12:33.276600,2893,-0.0283203125,-0.02197265625,0.99658203125,0.48828125,-0.823974609375,0.518798828125,5.163523197174072,25.629018783569336,-64.1018295288086,-8.502837181091309,0.0,0,False
15:12:33.281600,2899,-0.01904296875,-0.02490234375,1.00244140625,0.42724609375,-0.732421875,0.396728515625,5.163523197174072,25.629018783569336,-64.1018295288086,-8.66137409210205,0.0,0,False
15:12:33.288600,2905,-0.015625,-0.02392578125,1.00048828125,0.54931640625,-0.732421875,0.48828125,5.163523197174072,25.629018783569336,-64.1018295288086,-8.66137409210205,0.0,0,False
15:12:33.293600,2911,-0.02294921875,-0.02099609375,1.0029296875,0.54931640625,-0.67138671875,0.518798828125,5.163523197174072,25.629018783569336,-64.1018295288086,-8.66137409210205,0.0,0,False
15:12:33.300600,2917,-0.025390625,-0.015625,0.99755859375,0.6103515625,-0.732421875,0.48828125,5.163523197174072,25.629018783569336,-64.1018295288086,-8.66137409210205,0.0,0,False
15:12:33.305600,2922,-0.02587890625,-0.013671875,0.9970703125,0.518798828125,-0.701904296875,0.518798828125,5.163523197174072,25.629018783569336,-64.1018295288086,-8.66137409210205,0.0,0,False
15:12:33.310600,2928,-0.02587890625,-0.01513671875,1.00244140625,0.518798828125,-0.79345703125,0.457763671875,5.163523197174072,25.629018783569336,-64.1018295288086,-8.66137409210205,0.0,0,False
15:12:33.317600,2934,-0.02392578125,-0.01513671875,1.00439453125,0.54931640625,-0.701904296875,0.42724609375,5.163523197174072,25.629018783569336,-64.1018295288086,-8.682512283325195,0.0,0,False
15:12:33.322600,2939,-0.02294921875,-0.017578125,0.98974609375,0.518798828125,-0.79345703125,0.48828125,5.163523197174072,25.629018783569336,-64.1018295288086,-8.682512283325195,0.0,0,False
15:12:33.329600,2946,-0.02490234375,-0.01806640625,0.9970703125,0.54931640625,-0.823974609375,0.48828125,5.163523197174072,25.629018783569336,-64.1018295288086,-8.682512283325195,0.0,0,False
15:12:33.334600,2952,-0.02587890625,-0.01904296875,0.99951171875,0.48828125,-0.885009765625,0.42724609375,5.163523197174072,25.629018783569336,-64.1018295288086,-8.682512283325195,0.0,0,False
15:12:33.341600,2957,-0.02001953125,-0.0263671875,0.99609375,0.518798828125,-0.79345703125,0.396728515625,5.163523197174072,25.629018783569336,-64.1018295288086,-8.682512283325195,0.0,0,False
15:12:33.346600,2963,-0.021484375,-0.02294921875,1.00634765625,0.54931640625,-0.701904296875,0.54931640625,5.163523197174072,25.629018783569336,-64.1018295288086,-8.682512283325195,0.0,0,False
15:12:33.351600,2969,-0.0263671875,-0.02294921875,0.99609375,0.54931640625,-0.762939453125,0.48828125,5.163523197174072,25.629018783569336,-64.1018295288086,-8.613813400268555,0.0,0,False
15:12:33.358600,2974,-0.02587890625,-0.0205078125,0.9931640625,0.48828125,-0.79345703125,0.42724609375,5.163523197174072,25.629018783569336,-64.1018295288086,-8.613813400268555,0.0,0,False
15:12:33.363600,2980,-0.0263671875,-0.017578125,0.99853515625,0.579833984375,-0.640869140625,0.48828125,5.163523197174072,25.629018783569336,-64.1018295288086,-8.613813400268555,0.0,0,False
15:12:33.370600,2987,-0.02783203125,-0.015625,1.00732421875,0.518798828125,-0.8544921875,0.42724609375,5.163523197174072,25.629018783569336,-64.1018295288086,-8.613813400268555,0.0,0,False
15:12:33.376600,2993,-0.02734375,-0.01806640625,0.9970703125,0.3662109375,-0.79345703125,0.335693359375,5.697680473327637,25.808242797851562,-64.27461242675781,-8.613813400268555,0.0,0,False
15:12:33.383600,2999,-0.0263671875,-0.017578125,1.005859375,0.396728515625,-0.701904296875,0.457763671875,5.697680473327637,25.808242797851562,-64.27461242675781,-8.613813400268555,0.0,0,False
15:12:33.388600,3005,-0.02392578125,-0.01611328125,0.9990234375,0.48828125,-0.823974609375,0.48828125,5.697680473327637,25.808242797851562,-64.27461242675781,-8.687796592712402,0.0,0,False
15:12:33.395600,3011,-0.0166015625,-0.02001953125,0.990234375,0.457763671875,-0.701904296875,0.42724609375,5.697680473327637,25.808242797851562,-64.27461242675781,-8.687796592712402,0.0,0,False
