deviceTime,aCoord[x],aCoord[y],aCoord[z],gCoord[x],gCoord[y],gCoord[z],mCoord[x],mCoord[y],mCoord[z],altPress,altMax,count,isOn
3094,-0.01708984375,-0.0185546875,0.990234375,0.18310546875,-0.885009765625,0.244140625,-9.08067798614502,32.797977447509766,-67.90302276611328,-27.928834915161133,0.0,0,False
3104,-0.00927734375,-0.01953125,0.98583984375,0.1220703125,-0.79345703125,0.274658203125,-9.08067798614502,32.797977447509766,-67.90302276611328,-27.928834915161133,0.0,0,False
3115,-0.01025390625,-0.015625,0.98828125,0.091552734375,-0.762939453125,0.42724609375,-9.614835739135742,34.05254364013672,-67.03911590576172,-27.41094970703125,0.0,0,False
3125,-0.01123046875,-0.0166015625,0.990234375,0.091552734375,-0.701904296875,0.335693359375,-9.614835739135742,34.05254364013672,-67.03911590576172,-27.41094970703125,0.0,0,False
3135,-0.01708984375,-0.02197265625,0.99365234375,0.091552734375,-0.67138671875,0.18310546875,-9.614835739135742,34.05254364013672,-67.03911590576172,-27.41094970703125,0.0,0,False
3145,-0.0205078125,-0.02001953125,0.9873046875,0.091552734375,-0.732421875,0.396728515625,-9.614835739135742,34.05254364013672,-67.03911590576172,-27.664608001708984,0.0,0,False
3155,-0.02001953125,-0.02001953125,0.98876953125,0.152587890625,-0.823974609375,0.335693359375,-9.614835739135742,34.05254364013672,-67.03911590576172,-27.664608001708984,0.0,0,False
3165,-0.0166015625,-0.02001953125,0.98779296875,0.18310546875,-0.732421875,0.335693359375,-9.614835739135742,34.05254364013672,-67.03911590576172,-27.664608001708984,0.0,0,False
3175,-0.0146484375,-0.01611328125,0.986328125,0.152587890625,-0.762939453125,0.30517578125,-9.614835739135742,34.05254364013672,-67.03911590576172,-27.664608001708984,0.0,0,False
3185,-0.01025390625,-0.0146484375,0.99072265625,0.06103515625,-0.732421875,0.3662109375,-9.614835739135742,34.05254364013672,-67.03911590576172,-27.54834747314453,0.0,0,False
3202,-0.01416015625,-0.0185546875,0.98828125,0.06103515625,-0.732421875,0.3662109375,-9.614835739135742,34.05254364013672,-67.03911590576172,-27.54834747314453,0.0,0,False
3212,-0.01513671875,-0.0185546875,0.9853515625,0.091552734375,-0.885009765625,0.335693359375,-9.614835739135742,34.05254364013672,-67.03911590576172,-27.54834747314453,0.0,0,False
3222,-0.015625,-0.01708984375,0.99267578125,0.06103515625,-0.79345703125,0.335693359375,-9.614835739135742,34.05254364013672,-67.03911590576172,-27.395095825195312,0.0,0,False
3232,-0.0126953125,-0.01904296875,0.98681640625,0.091552734375,-0.701904296875,0.42724609375,-9.614835739135742,34.05254364013672,-67.03911590576172,-27.395095825195312,0.0,0,False
3243,-0.01123046875,-0.01953125,0.9873046875,0.1220703125,-0.701904296875,0.30517578125,-8.724573135375977,34.590213775634766,-67.90302276611328,-27.395095825195312,0.0,0,False
3253,-0.013671875,-0.01953125,0.98828125,0.091552734375,-0.732421875,0.335693359375,-8.724573135375977,34.590213775634766,-67.90302276611328,-27.490217208862305,0.0,0,False
3263,-0.01416015625,-0.01904296875,0.98828125,0.06103515625,-0.732421875,0.457763671875,-8.724573135375977,34.590213775634766,-67.90302276611328,-27.490217208862305,0.0,0,False
3273,-0.01513671875,-0.01708984375,0.9921875,0.1220703125,-0.67138671875,0.42724609375,-8.724573135375977,34.590213775634766,-67.90302276611328,-27.490217208862305,0.0,0,False
3283,-0.01171875,-0.01611328125,0.98583984375,0.152587890625,-0.79345703125,0.42724609375,-8.724573135375977,34.590213775634766,-67.90302276611328,-27.432086944580078,0.0,0,False
3293,-0.009765625,-0.0166015625,0.99169921875,0.091552734375,-0.701904296875,0.457763671875,-8.724573135375977,34.590213775634766,-67.90302276611328,-27.495502471923828,0.0,0,False
3307,-0.01513671875,-0.0166015625,0.990234375,0.0,-0.67138671875,0.396728515625,-8.724573135375977,34.590213775634766,-67.90302276611328,-27.495502471923828,0.0,0,False
